en-CA,fr-CA
Lemon Fruit Splash,M Lat cml salé***
Lemongrass Green Tea,M Lat M. Car ***
Lettuce,M Lat M. Crml ***
Lettuce & Tomato Snack Wrap,M Lat pép choc ***
Li’l Donuts,M Latte ***
Lightly Toasted,M Latte à la vanille ss ***
Like a Mac,M Latte au caramel  ***
Liquid Sugar,M Latte au chocolat et à la noisette (lait 2 %)
Local Coupon,M Latte glacé ***
London Fog Tea Latte (2% Milk),M Latte glacé au chocolat et à la noisette (lait 2 %)
London Fog Tea Latte (Almond Milk),M Latte glacé L ***
Long Espresso,M Latte M. Caramel ***
LOVE CANADA TUMBLER,M Latte menthe ***
Love Mug,M Latte pép choc ***
Lrg Americano,M Latte sirop ***
Lrg Apple Juice,M Latte Sirop ***
Lrg Barq's Root Beer,M Latte Sirop R ***
Lrg Bergamia Grey Tea,M Latte ss ***
Lrg Blue Raspberry Sprite With Cold Foam,M Latte vanille ss ***
Lrg Blueberry Pomegranate Real Fruit Smoothie,M LF à la fraise ML
Lrg Cappuccino (2% Milk),M LF à la vanille ML
Lrg Cappuccino (Almond Milk),M LF au chocolat ML
Lrg Caramel Cream Cold Brew,M LF chocolat
Lrg Caramel Iced Coffee,M LF fraise
Lrg Caramel Latte (2% Milk),M LF vanille
Lrg Caramel Latte (Almond milk),M Moka ***
Lrg Caramel Latte (Almond Milk),M Moka menthe ***
Lrg Chai Cardamom Tea Latte (2% Milk),M Smo bleuet
Lrg Chai Cardamom Tea Latte (Almond Milk),M Smo mangue
Lrg Chai Glow Tea,M Smooth bleuet ML
Lrg Chocolate Hazelnut Iced Latte (2% Milk),M Smooth mangue ML
Lrg Chocolate Hazelnut Latte (2% Milk),M Thé Earl Grey
Lrg Chocolate Triple Thick Milkshake,M Thé pekoe
Lrg Coca-Cola,M Thé vert
Lrg Coffee,Macpoulet
Lrg Coffee Frappé,MacPoulet
Lrg Coffee Frappé w/ Whipped Cream & Choc Drizzle,MacPoulet épicé avec habanero
Lrg Coffee Refill,MacPoulet et Côte
Lrg Coke Zero,Make it a Meal
Lrg Cold Brew,Margarine
Lrg Cold Brew with Sugar-Free Syrup & Cream,Margarine avec couteau
Lrg Decaf Coffee,Masques
Lrg Decaf Coffee Refill,McCafe
Lrg Diet Coke,McCafé Latte
Lrg Earl Grey Tea,McCôte
Lrg French Vanilla Cream Cold Brew,McCrêpes
Lrg French Vanilla Latte  (2% Milk),McCrêpes  avec œuf et fromage
Lrg French Vanilla Latte (Almond milk),McCrêpes avec œuf et fromage
Lrg French Vanilla Latte (Almond Milk),McCrêpes avec œuf et fromage
Lrg Fries,McCrêpes Suprême
Lrg Fruitopia Orange,McCroquettes
Lrg Fruitopia Strawberry,McCroustillant
Lrg Fuze Iced Tea,McCroustillant avec sauce orig
Lrg Green Tea,McCroustillant avec sauce originale Frank's RedHot
Lrg Hot Chocolate (2% Milk),McCroustillant de luxe avec ba
Lrg Hot Chocolate (Almond Milk),McCroustillant de luxe avec bacon
Lrg Iced Coffee,McCroustillant de luxe avec bacon épicé
Lrg Iced Coffee with sugar free syrup,McCroustillant de luxe bac sce
Lrg Iced Latte (2% Milk),McCroustillant de luxe bac sce orig Frank's RedHot
Lrg Iced Latte (Almond Milk),McCroustillant épicé
Lrg Iced Matcha Tea Latte (2% Milk),McCroustillant épicé
Lrg Iced Matcha Tea Latte (Almond Milk),McCroustillant épicé de luxe avec bacon
Lrg Iced Mocha (2% Milk),McCroustillant épicé dlx baco
Lrg Iced Mocha (Almond Milk),McDo BLT
Lrg Latte  (2% Milk),McDouble
Lrg Latte (Almond milk),McÉpicé
Lrg Latte (Almond Milk),McFlurry
Lrg Latte with sugar free syrup (2% Milk),McFlurry au Cadbury Creme Egg
Lrg Latte with sugar free syrup (Almond Milk),"McFlurry au Cadbury Creme Egg, format classique"
Lrg Lemon Fruit Splash,"McFlurry au Cadbury Creme Egg, format collation"
Lrg Lemongrass Green Tea,McFlurry caramel salé
Lrg London Fog Tea Latte (2% Milk),"McFlurry caramel salé, format classique"
Lrg London Fog Tea Latte (Almond Milk),"McFlurry caramel salé, format collation"
Lrg Mango Pineapple Real Fruit Smoothie,McFlurry Oreo
Lrg Matcha Tea Latte (2% Milk),McFlurry Skor
Lrg Matcha Tea Latte (Almond Milk),McFlurry Smarties
Lrg McCafé Mocha (2% Milk),McMuffin avec œuf et fromage
Lrg Mocha (2% Milk),McMuffin BLT avec oeuf
Lrg Nite Sprite,"McMuffin et P café X,XX$"
Lrg Oat Iced Coffee,McMuffin et petit café
Lrg Orange Dreamsicle Sprite With Cold Foam,McMuffin Suprême
Lrg Orange Juice,McPops
Lrg Orange Pekoe Tea,McPops au chocolat blanc
Lrg Peppermint Tea,McPops aux baies
Lrg Premium Roast Coffee,McVégé
Lrg Premium Roast Decaf Coffee,McVégé - repas Bâtons des étoiles de la LNH
Lrg Roaring Black Tea,McVégé avec Frank’s RedHot
Lrg Salted Caramel Iced Coffee,McVégé avec sauce originale Frank’s RedHot
Lrg Salted Caramel Latte (2% Milk),McVégé de luxe
Lrg Salted Caramel Latte (Almond Milk),McVégé épicé
Lrg Senior Orange Pekoe Tea,McVégé épicé - repas Bâtons des étoiles de la LNH
Lrg Senior Peppermint Tea,McVégé épicé de luxe
Lrg Senior's Coffee,McVégé et wraps
Lrg Shamrock Shake,McVeggie
Lrg Sprite,McWrap bacon et poulet grillé
Lrg Strawberries & Cream Coke With Cold Foam,McWrap bacon poulet grillé
Lrg Strawberry Banana Smoothie,McWrap cajun et poulet grillé
Lrg Strawberry Triple Thick Milkshake,McWrap cajun poulet grillé
Lrg Sweetened Cold Brew with Cream,McWrap césar et poulet grillé
Lrg Sweetened Cold Brew with Oat Beverage,McWrap césar poulet grillé
Lrg Vanilla Chai Frappé,McWrap Chili doux
Lrg Vanilla Iced Coffee,McWrap Chili doux
Lrg Vanilla Triple Thick Milkshake,McWrap Chili doux avec poulet croustillant
Lrg Watermelon Lime Fruit Splash,McWrap Chili doux avec poulet grillé
LTO Sauce 1,McWrap chipotle crémeuse
LTO Sauce 2,McWrap Lime vivifiante
Lunch & Dinner Menu,McWrap poulet croustillant et sauce chipotle crémeuse
M  Hot Choc ***,McWrap Poulet et bacon
M Apple Juice,McWrap Poulet et bacon avec poulet croustillant
M Cap ***,McWrap Poulet et bacon avec poulet grillé
M Cap Syrup ***,McWrap poulet grillé et sauce chipotle crémeuse
M Cappuccino ***,McWrap sauce Ranch à l’avocat
M Cappuccino Syrup ***,McWrap sauce Ranch à l’avocat crémeuse
M Caramel Choc Latte ***,McWrap sauce Ranch à l’avocat crémeuse avec poulet croustill
M Caramel Choc Mocha ***,McWrap sauce ranch cajun
M Caramel Latte ***,McWrap sauce ranch cajun
M Chai Latte ***,McWrap Signature bacon et poulet grillé
M Choc Chip Lat ***,McWrap Signature cajun et poulet grillé
M Hot Choc  ***,McWrap Signature césar et poulet grillé
M Hot Choc ***,Medium Cup
M Hot Choc Mint ***,Medium Moka (lait 2%)
M Hot Chocolate ***,Mélange aux légumes
M Hot Water,Mélange Burritos
M Hot Wht Choc ***,Mélange de fruits
M Ice Latte ***,Menthe poivrée
M Iced Matcha Latte ***,Menthe poivrée aînés
M Lat Caramel ***,Menu de nuit
M Lat Chc Chp ***,Menu du déjeuner
M Lat Cml Choc ***,Menu du dîner/souper
M Lat M. Caramel ***,Menu Frank's RedHot
M Lat M. Caramel***,Menu McValeur
M Lat M. Crml ***,Miel
M Lat Pump ***,Mini
M Lat Pumpkin Crml ***,Mini Potato Hash Browns
M Lat SF ***,Mini-cornet à la vanille
M Lat Syrup ***,MiW Hasbro
M Latte ***,MiW Softserve
M Latte Cml Choc ***,Moitié boisson à l'avoine
M Latte Pumpkin ***,Moitié sirop
M Latte Syrup ***,Moka
M Lndn Fog Latte ***,Moka  (lait 2%)
M Matcha Latte ***,Moka (lait 2%)
M Matcha Tea Latte ***,Moka (lait aux amandes)
M Mint Latte ***,Moka glacé
M Mint Latte L ***,"Moka, format moyen (lait aux amandes)"
M Mint Latte R ***,"Moka, grand format (lait aux amandes)"
M Mint Latte R***,"Moka, petit format (lait aux amandes)"
M Mocha ***,Monterey Jack
M Mocha Cml Choc ***,Morc de chocolat
M Mocha Mint ***,Morceaux Nanaimo
M Mocha White Choc ***,Morceaux Reese's
M Orange Juice,Morceaux Smarties
M Slt Caramel Latte ***,Mousse
M Sltd Crml Latte***,Moutarde
M Sugar Free Latte ***,Moutarde à l’érable
M Van Latte ***,Moutarde de dijon crémeuse
M Water,Moyen
Make it a meal,Moyen americano
Make it a Meal,Moyen café
Make It a Meal,Moyen Café frappé
Mango Pineapple Real Fruit Smoothie,Moyen café glacé
Mango Pineapple Smoothie,Moyen café glacé à la vanille
Mango Smoothie,Moyen café glacé au caramel
Map Mug,Moyen café glacé au caramel salé
Maple & Cheddar Chkn ***,Moyen café glacé avec boisson à l'avoine
Maple & Cheddar Chkn EVM ***,Moyen café glacé avec sirop sans sucre
Maple Leaf Cup,Moyen Café glacé avec sirop sans sucre
Maple Leaf Tumblr,Moyen café infusé
Maple Mustard Sauce,Moyen café infusé à froid
Maple Syrup,Moyen café infusé à froid avec sirop sans sucre et crème
Margarine,Moyen café infusé à froid caramel et crème
Margarine with knife,Moyen café infusé à froid sucré avec crème
Mask,Moyen café infusé à froid sucré/avoine
Matcha Tea Latte (2% Milk),Moyen café infusé à froid vanille française et crème
Matcha Tea Latte (Almond Milk),Moyen café infusé aînés
Mayo Chicken Snack Wrap with Grilled Chicken,Moyen café infusé décaféiné
Mayo Grilled Snack Wrap,Moyen café infusé décaféiné aînés
Mayo Snack Wrap with Grilled Chicken,Moyen café infusé décaféiné Remplir nouveau
Mayo-Style Sauce,Moyen café infusé Remplir nouveau
Mayo-Style Sauce Packet,Moyen cappuccino (lait 2%)
MCafe Upchrg,Moyen cappuccino (lait d'amande)
McCafé Chocolate Syrup,Moyen Chai frappé à la vanille
McCafé Coupon,Moyen Chocolat chaud  (lait 2%)
McCafé Especialty,Moyen Coca Fraises et Crème avec mousse froide
McCafé Hot Beverage,Moyen Coca-Cola
McCafé Hot Espresso,Moyen Coca-Cola Zero
McCafé Hot Speciality,Moyen Coke
McCafé Latte,Moyen Coke Diète
McCafé Mocha (2% Milk),Moyen frites
McCafe Mug,Moyen Frites
McCafe Upcharge,Moyen Fruitopia fraises
McChicken,Moyen Fruitopia orange
McChicken & Side Deal,Moyen jus d'orange
McChicken Extra Value Meal,Moyen jus de pomme
McCrispy,Moyen lait ultra-frappé à la fraise
McCrispy Extra Value Meal,Moyen lait ultra-frappé à la vanille
McDouble,Moyen lait ultra-frappé au chocolat
McDouble (DLM),Moyen latte (lait 2%)
McDouble (like Mac),Moyen latte (lait d'amande)
McDouble McValue Meal,Moyen latte à la vanille française (lait 2%)
McDouble Meal Deal,Moyen Latte à la vanille française (lait 2%)
McFlurry,Moyen Latte à la vanille française (lait d'amande)
McFlurry Toppings,Moyen latte à thé London fog (lait sans lactose)
McGriddle,Moyen latte au caramel salé (lait 2%)
McGriddles,Moyen latte au thé matcha (lait 2%)
McGriddles Sandwiches,Moyen latte avec sirop sans sucre (lait 2%)
McMuffin & S Coffee offer,Moyen latte avec sirop sans sucre (lait aux amandes)
McMuffin & S Coffee Offer,Moyen latte avec sirop sans sucre (lait d'amande)
McMuffin Sandwich,Moyen latte caramel (lait 2%)
McMuffin Sandwiches,Moyen latte caramel (lait d'amande)
McNugget Sauces,Moyen latte glacé (lait 2%)
McNuggets,Moyen Latte glacé (lait amande)
McPops,Moyen latte glacé au matcha (lait 2%)
McRib,Moyen latte glacé matcha (lait amande)
McSpicy,Moyen menthe poivrée
McValue Meals,Moyen Moka (lait 2%)
McValue Menu,Moyen moka glacé
McVeggie,Moyen Racinette Barq's
McVeggie - NHL Star Sticks Meal,Moyen smoothie fraises-banane
McVeggie & Wraps,Moyen smoothie grenade-bleuets
McVeggie Deluxe,Moyen smoothie mangue-ananas
McVeggie Deluxe Extra Value Meal,Moyen Splash fraîcheur au citron
McVeggie Extra Value Meal,Moyen Splash fraîcheur au melon d’eau et à la lime
McWrap,Moyen Sprite
McWrap Bacon ***,Moyen Sprite à la framboise bleue avec mousse froide
McWrap Chili ***,Moyen Sprite Crème à l'orange avec mousse froide
McWrp Bacon ***,Moyen Sprite nocturne
McWrp Chili ***,Moyen thé à la menthe poivrée
McWRP SRSLY BACON***,Moyen thé à la menthe poivrée aînés
Meal Deal,Moyen thé bergamia gris
Meal with a side,Moyen thé chai éclat
Meat Patty,Moyen thé Earl Grey
Med Americano,Moyen thé earl grey aînés
Med Americano Coffee,Moyen Thé glacé Fuze
Med Apple Juice,Moyen thé menthe poivrée aînés
Med Barq's Root Beer,Moyen thé orange pekoe
Med Bergamia Grey Tea,Moyen thé Orange Pekoe
Med Blue Raspberry Sprite With Cold Foam,Moyen thé orange pekoe aînés
Med Blueberry Pomegranate Real Fruit Smoothie,Moyen thé rugissement noir
Med Blueberry Pomegranate Smoothie,Moyen thé vert
Med Cappuccino (2% Milk),Moyen thé vert à la citronnelle
Med Cappuccino (Almond Milk),Moyen thé vert aînés
Med Caramel Cream Cold Brew,MoyenChocolat chaud  (lait 2%)
Med Caramel Iced Coffee,Muesli
Med Caramel Latte (2% Milk),Muffin anglais
Med Caramel Latte (Almond milk),Muffin anglais avec beurre
Med Caramel Latte (Almond Milk),Muffin aux bananes et aux morceaux de chocolat
Med CaramelLatte (2% Milk),Muffin aux pépites de chocolat
Med Chai Cardamom Tea Latte (2% Milk),Muffin aux pépites de chocolat
Med Chai Cardamom Tea Latte (Almond Milk),Muffin bananes morceaux choco
Med Chai Glow Tea,Muffin bleuets
Med Chocolate Hazelnut Iced Latte (2% Milk),Muffin Brownie au Chocolat
Med Chocolate Hazelnut Latte (2% Milk),Muffin canneberges et orange
Med Chocolate Triple Thick Milkshake,Muffin carottes
Med Coca-Cola,Muffin fruits et fibres
Med Coffee,Muffins
Med Coffee Frappé,Muffins cuits au four
Med Coffee Frappé w/ Whipped Cream & Choc Drizzle,Nature
Med Coffee Refill,NB Softserve
Med Coke Zero,Noir
Med Cold Brew,Oe bac crêp rôt bla
Med Cold Brew with Sugar-Free Syrup & Cream,Oe bac crêp rôt blé
Med Decaf Coffee,Oeuf frit
Med Decaf Coffee Refill,Œuf frit
Med Diet Coke,Oeuf McMuf PHB
Med Earl Grey Tea,Oeuf McMuffin
Med French Vanilla Cream Cold Brew,Œuf McMuffin
Med French Vanilla Latte (2% Milk),Oeuf McMuffin avec bacon et Patates hachées brunes duo
Med French Vanilla Latte (Almond milk),Oeuf McMuffin avec saucisse et Patates hachées brunes duo
Med French Vanilla Latte (Almond Milk),Oeuf McMuffin BLT
Med Fries,Oeuf McMuffin et Patates hachées brunes duo
Med Fruitopia Orange,Oeuf McMuffin et PHB
Med Fruitopia Strawberry,Oeuf McMuffin et phb duo
Med Fuze Iced Tea,Oeuf McMuffin sauc et phb duo
Med Green Tea,Œuf McMuffin sauce à l’ail sty
Med Hot Chocolate (2% Milk),Œuf McMuffin sauce à l’ail style Frank’s
Med Hot Chocolate (Almond Milk),Œuf rond
Med Iced Coffee,Offre 1 trio
Med Iced Coffee with sugar free syrup,Offre 2 trios
Med Iced Latte (2% Milk),Offre de 2 sandwichs Oeuf McMu
Med Iced Latte (Almond Milk),Offre de 2 sandwichs Oeuf McMuffin
Med Iced Matcha Tea Latte (2% Milk),Offre de 3 H-Fromage ou hambur
Med Iced Matcha Tea Latte (Almond Milk),Offre de 3 H-Fromage ou hamburgers
Med Iced Mocha (2% Milk),Oign grillé lamelle
Med Iced Mocha (almond milk),Oignons
Med Latte (2% Milk),Oignons caramélisés
Med Latte (Almond milk),Oignons croustillants
Med Latte (Almond Milk),Oignons verts
Med Latte with sugar free syrup (2% Milk),OMRM Livre de Coupons
Med Latte with sugar free syrup (Almond Milk),Optez pour un trio
Med Lemon Fruit Splash,Optez pour un Trio
Med Lemongrass Green Tea,Optez pour unTrio
Med London Fog Tea Latte (2% Milk),Ordinaire
Med London Fog Tea Latte (Almond Milk),Oreo
Med Mango Pineapple Real Fruit Smoothie,P Café décaf infusé
Med Mango Smoothie,P Café frappé + crème fouettée + coulis au choc.
Med Matcha Tea Latte (2% Milk),P Capp sirop ***
Med Matcha Tea Latte (Almond Milk),P Cappuccino ***
Med McCafé Mocha (2% Milk),P Cappuccino Sirop ***
Med Mocha (2% Milk),P Cappuccino Sirop R ***
Med Mocha (Almond Milk),P Chai frappé van. + cr. fouettée + coulis au choc.
Med Mocha(2% Milk),P Choc ch ment ***
Med Nite Sprite,P chocolat chaud ***
Med Oat Iced Coffee,P Coke
Med Orange Dreamsicle Sprite With Cold Foam,P Déca infusé
Med Orange Juice,P Eau chaude
Med Orange Pekoe Tea,P Eau froide
Med Peppermint Tea,P Frites
Med Premium Roast Coffee,P Jus d'orange
Med Premium Roast Decaf Coffee,P Jus de pomme
Med Roaring Black Tea,P Lat cml salé ***
Med Salted Caramel Iced Coffee,P Lat M. Car ***
Med Salted Caramel Latte (2% Milk),P Lat M. Crml ***
Med Salted Caramel Latte (Almond Milk),P Lat pép choc ***
Med Senior Orange Pekoe Tea,P Latte
Med Senior Peppermint Tea,P Latte ***
Med Shamrock Shake,P Latte au caramel ***
Med Sprite,P Latte au chocolat et à la noisette (lait 2 %)
Med Strawberries & Cream Coke With Cold Foam,P Latte glacé ***
Med Strawberry Banana Smoothie,P Latte glacé au chocolat et à la noisette (lait 2 %)
Med Strawberry Triple Thick Milkshake,P Latte glacé R ***
Med Sweetened Cold Brew with Cream,P Latte M. Caramel ***
Med Sweetened Cold Brew with Oat Beverage,P Latte menthe ***
Med Vanilla Chai Frappé,P Latte pép choc ***
Med Vanilla Iced Coffee,P Latte sirop ***
Med Vanilla Triple Thick Milkshake,P Latte Sirop ***
Med Watermelon Lime Fruit Splash,P Latte SS
Mediterranean Feta Sauce,P Latte ss ***
Medium,P LF à la fraise ML
Medium Cappuccino (Almond Milk),P LF à la vanille ML
Medium Chocolate Shake,P LF au chocolat ML
Medium Clear Cup,P LF chocolat
Medium Coffee,P LF fraise
Medium Coke,P LF vanille
Medium Cup,P Moka ***
Medium Cup FS,P Moka glacé ***
Medium Decaf Coffee,P Moka menthe ***
Medium Earl Grey,P Mokaccino
Medium French Fries,P Thé Earl Grey
Medium French Vanilla Latte (2% milk),P Thé pekoe
Medium Fries,P Thé vert
medium fry,P’tits beignes
Medium Green Tea,Paille
Medium Orange Pekoe Tea,Paille flexible
Medium Peppermint Tea,Pailles
Medium Senior's Coffee,Pains-crêpes
Medium Senior's Decaf Coffee,Panier café moulu
Medium Senior's Earl Grey Tea,Parmesan râpé
Medium Senior's Green Tea,Pas de sac
Medium Senior's Orange Pekoe Tea,Pas maintenant
Medium Senior's Peppermint Tea,Pat hach brunes
Medium Soft Drinks,Patates hach brunes
Medium Strawberry Shake,Patates hachées brunes
Medium Vanilla Shake,Patates hachées brunes et café
MediumSoft Drinks,Pâté de boeuf
Melon Trio,Pâté de bœuf
Mgrn Bgl w/ Sprd VM ***,Pâté de saucisse
Mgrn Bgl w/Sprd VM ***,Pâté poulet gril
Mighty McGriddles,Pâté Végé
Mighty McGriddles Extra Value Meal,Pâtisseries
Mighty McMuffin,Pâtisseries et desserts
Mighty McMuffin Extra Value Meal,Petit
Milk,Petit americano
Milk 250mL,Petit café frappé
Milk Bottle,Petit Café frappé
Milk Deposit,Petit café glacé
Milk Packet,Petit café glacé à la vanille
Milk Type,Petit café glacé au caramel
Milkshakes,Petit café glacé au caramel salé
Mini,Petit café glacé avec boisson à l'avoine
Mini Baguette Bun,Petit café glacé avec sirop sans sucre
Mini Fries,Petit Café glacé avec sirop sans sucre
Mini Potato Hash Browns,Petit café infusé
MiW Hasbro,Petit Café infusé
MiW Softserve,Petit café infusé à froid
Mixed Greens,Petit café infusé à froid avec sirop sans sucre et crème
Mocha,Petit café infusé à froid caramel et crème
Mocha (2% Milk),Petit café infusé à froid sucré avec crème
Mocha (Almond Milk),Petit café infusé à froid sucré/avoine
Monterey Jack Jalapeno,Petit café infusé à froid vanille française et crème
Moose Mug,Petit café infusé aînés
Moose Stainless Cup,Petit café infusé décaféiné
More Burgers,Petit café infusé décaféiné aînés
More Chicken,Petit café infusé décaféiné Remplir nouveau
More Snacks,Petit café infusé Remplir nouveau
More Snacks & Sides,Petit cappuccino (lait 2%)
Mozzarella Cheese,Petit Cappuccino (lait d'amande)
Muffin & Coffee Pairing,Petit Chai frappé à la vanille
Mustard,Petit chocolat chaud
Nacho Cheese Sauce,Petit Chocolat chaud (lait 2%)
Nanaimo Crumbs,Petit Coca Fraises et Crème avec mousse froide
Napkins,Petit Coca-Cola
Natural Cheddar,Petit Coca-Cola Zero
NB Softserve,Petit Coke
NESTEA Iced Tea,Petit Coke Diète
NHL Star Sticks,Petit Fries
NHL Star Sticks - Add to order,Petit Frites
NHL Star Sticks Meal,Petit Fruitopia fraises
Nite Sprite,Petit Fruitopia orange
No Accessories,Petit glacée moka
No Aioli Sauce,Petit glacée moka (lait d'amande)
No bag,Petit jus d'orange
No Bag,Petit jus de pomme
No Cold Lid,Petit lait ultra-frappé à la fraise
No Ice,Petit lait ultra-frappé à la vanille
No Jam,Petit lait ultra-frappé au chocolat
No Ketchup Packets,Petit latte (lait 2%)
No Meat,Petit latte (lait d'amande)
No Salad Dressing,Petit latte à la caramel (lait 2%)
No Sauce,Petit latte à la crème brûlée (lait 2%)
No Straw,Petit latte à la vanille française (lait 2%)
No Tartar Dip,Petit Latte à la vanille française (lait 2%)
No Toy,Petit Latte à la vanille française (lait d'amande)
No Utensils,Petit latte à thé chai cardamome (lait 2%)
No Whipped Cream,Petit latte à thé chai cardamome (lait écrémé)
Not This Time,Petit latte à thé London fog (lait 2%)
Nugget Sauce,Petit latte au caramel (lait 2%)
Oat Beverage,Petit latte au caramel salé (lait 2%)
Oat Iced Coffee,Petit latte au thé matcha (lait 2%)
On The Side,Petit latte avec sirop sans sucre (lait 2%)
Onion Crisps,Petit latte avec sirop sans sucre (lait aux amandes)
Onions,Petit latte avec sirop sans sucre (lait d'amande)
OR - Food,Petit latte caramel (lait d'amande)
OR - Fundraising,Petit latte citrouille (lait 2%)
OR - Grease,Petit latte glacé (lait 2%)
OR - McHappy Day,Petit Latte glacé (lait amande)
OR - Miscellaneous,Petit latte glacé au matcha (lait 2%)
OR - Orange,Petit latte glacé matcha (lait amande)
OR - Paper,Petit menthe poivrée
OR - Pay for Play,Petit Moka (lait 2%)
OR - Remit Credit Sales,Petit Moka glacé
OR - US Exchange,Petit pain
OR - Vending (ONT),Petit pain aux graines de sésa
OR - Vending (QC),Petit pain aux graines de sésame blanches et noires
OR - Vending MDSE,Petit pain aux graines de sésame et de pavot
Orange Dreamsicle Sprite With Cold Foam,Petit pain aux graines de sésame scarifié
Orange Juice,Petit pain aux pommes de terre
Orange Pekoe Tea,Petit pain campagnard
Orange Vitamin Water,Petit pain graines de sésame
Order Complete,Petit Racinette Barq's
Oreo McFlurry,Petit smoothie fraises-banane
Oreo Pieces,Petit smoothie grenade-bleuets
Original Hummus,Petit smoothie mangue-ananas
Ornaments Holiday Mug,Petit Splash fraîcheur au citron
Ornaments Mug,Petit Splash fraîcheur au melon d’eau et à la lime
Other Cold Drinks,Petit Sprite
Other Condiments,Petit Sprite à la framboise bleue avec mousse froide
Other Drinks,Petit Sprite Crème à l'orange avec mousse froide
Other Hot Drinks,Petit Sprite nocturne
Other Receipts,Petit thé à la menthe poivrée
Overnight Menu,Petit thé à la menthe poivrée aînés
Own Cup,Petit thé bergamia gris
Own Cup Bergamia Grey Tea,Petit thé chai éclat
Own Cup Decaf Coffee,Petit thé Earl Grey
Own Cup Earl Grey Tea,Petit thé earl grey aînés
Own Cup Green Tea,Petit Thé glacé Fuze
Own Cup New Orange Pekoe Tea,Petit thé menthe poivrée aînés
Own Cup Orange Pekoe Tea,Petit thé orange pekoe
Own Cup Peppermint Tea,Petit thé Orange Pekoe
Own Cup Premium Roast Brewed Coffee,Petit thé orange pekoe aînés
Own Cup Senior Earl Grey Tea,Petit thé rugissement noir
Own Cup Senior Green Tea,Petit thé vert
Own Cup Senior Orange Pekoe Tea,Petit thé vert à la citronnelle
Own Cup Senior Peppermint Tea,Petit thé vert aînés
Pad Thai Salad,Petites salades
Pairing with Soup,Petites salades/Wraps
Parmesan Cheese,Pichet de lait d'amande
Party Charge,Placeholder 1
Peach Mango Syrup,Placeholder 2
Peanut Butter,Placeholder 3
Peanut butter with knife,Placeholder 4
Pepper Packet,Placeholder 5
Peppermint Tea,Placeholder 6
Pick Your Own 2 McPops,Placeholder 7
Pick Your Own 6 Baked Muffins,Placeholder 8
Pick Your Own 6 McPops,Placeholder 9
Pick Your Own 6 Muffins,Placeholder Sub 1
Pickles,Placeholder Sub 2
Pie,Placeholder Sub 3
Pine Branch Mug,Plateu boisson
Pitcher Almond Milk,Poisson
Placeholder 1,Poitrine de poulet croustillan
Placeholder 2,Poitrine de poulet croustillant
Placeholder 3,Poitrine de poulet grillé
Placeholder 4,Poitrine poul/croust.
Placeholder 5,Poitrine poulet croust
Placeholder 6,Poitrine poulet grillé
Placeholder 7,Poivre
Placeholder 8,Poivrons rouges
Placeholder 9,Pomme
Placeholder Sub 1,Pommes
Placeholder sub 2,Port poul gr
Placeholder Sub 2,Porte-clés
Placeholder sub 3,Portez pour un Trio
Placeholder Sub 3,Portion de poulet
Plain,Poul Cantons jardin ***
Plain Bacon 'N Egg Bagel,Poulet
Plain Bacon 'N Egg Bagel Extra Value Meal,Poulet Big Mac
Plain Bacon & Guacamole Bagel,Poulet et Filet de poisson
Plain Bacon & Guacamole Bagel Meal,Poulet et poisson
Plain Bagel,Poulet grillé
Plain Bagel Happy Meal,Poulet grillé avec sauce origi
Plain Bagel Reg CC Prod,Poulet grillé avec sauce originale Frank's RedHot
Plain Bagel w/ Reg CC Product,Poulet grillé bacon/sauce orig
Plain Bagel w/ Reg Cream Cheese McValue Meal,Poulet grillé bacon/sauce originale Frank's RedHot
Plain Bagel w/ Regular Cream Cheese Product,Poulet jr
Plain Bagel with Regular Cream Cheese product,Poulet McCrêpes
Plain Bagel with Regular Cream Cheese Product,Poulet McMuffin
Plain Bagl w/ Spreads,Poulet McMuffin sauce à l’ail
Plain Bagl w/ Spreads ***,Poulet McMuffin sauce à l’ail style Frank’s
Plain Bgl w/ Sprd VM ***,Poulet Salade
Plain BLT Bagel,Pourboire du livreur
Plain BLT Bagel Extra Value Meal,Poutine
Plain Egg BLT Bagel,Poutine au Buffalo épicé crous
Plain Egg BLT Bagel Extra Value Meal,Poutine au Buffalo grillé
Plain Sausage 'N Egg Bagel,Poutine au poulet Buffalo épicé croust
Plain Sausage 'N Egg Bagel Extra Value Meal,"Poutine au poulet Buffalo épicé croust, format classique"
Plastic Tumbler McCafe,"Poutine au poulet Buffalo épicé croust, grand format"
Playplace Socks,Poutine au poulet Buffalo épicé grillé
Pln Bgl w/Sprd VM ***,"Poutine au poulet Buffalo épicé grillé, format classique"
Potato Bun,"Poutine au poulet Buffalo épicé grillé, grand format"
Poutine,Poutine au poulet Buffalo grillé
Poutine and Medium Fountain Dr,Poutine déjeuner
Poutine and Medium Fountain Drink,"Poutine déjeuner, grand format"
Poutine Upcharge,"Poutine épicé croust, grand"
Premium Decaf Coffee Carafe,Poutine et boisson de fontaine
Premium Roast Brewed Coffee,"Poutine et boisson de fontaine, format moyen"
Premium Roast Brewed Senior's Coffee,Poutine nacho avec poulet croustillant
Premium Roast Coffee,"Poutine nacho avec poulet croustillant, format classique"
Premium Roast Coffee Carafe,Poutine nacho avec poulet grillé
Premium Roast Coffee Carafe (Serves 12),"Poutine nacho avec poulet grillé, format classique"
Premium Roast Decaf Coffee,"Poutine, grand format"
