en-CA,fr-CA
Leaf Tumbler,M Lat pép choc ***
Leave Some Space,M Latte ***
Lemon Fruit Splash,M Latte à la vanille ss ***
Lemongrass Green Tea,M Latte au caramel  ***
Lettuce,M Latte au chocolat et à la noisette (lait 2 %)
Lettuce & Tomato Snack Wrap,M Latte glacé ***
Li’l Donuts,M Latte glacé au chocolat et à la noisette (lait 2 %)
Lightly Toasted,M Latte glacé L ***
Like a Mac,M Latte M. Caramel ***
Liquid Sugar,M Latte menthe ***
Local Coupon,M Latte pép choc ***
London Fog Tea Latte (2% Milk),M Latte sirop ***
London Fog Tea Latte (Almond Milk),M Latte Sirop ***
Long Espresso,M Latte Sirop R ***
LOVE CANADA TUMBLER,M Latte ss ***
Love Mug,M Latte vanille ss ***
Lrg Americano,M LF à la fraise ML
Lrg Apple Juice,M LF à la vanille ML
Lrg Barq's Root Beer,M LF au chocolat ML
Lrg Bergamia Grey Tea,M LF chocolat
Lrg Blue Raspberry Sprite With Cold Foam,M LF fraise
Lrg Blueberry Pomegranate Real Fruit Smoothie,M LF vanille
Lrg Cappuccino (2% Milk),M Moka ***
Lrg Cappuccino (Almond Milk),M Moka menthe ***
Lrg Caramel Cream Cold Brew,M Smo bleuet
Lrg Caramel Iced Coffee,M Smo mangue
Lrg Caramel Latte (2% Milk),M Smooth bleuet ML
Lrg Caramel Latte (Almond milk),M Smooth mangue ML
Lrg Caramel Latte (Almond Milk),M Thé Earl Grey
Lrg Chai Cardamom Tea Latte (2% Milk),M Thé pekoe
Lrg Chai Cardamom Tea Latte (Almond Milk),M Thé vert
Lrg Chai Glow Tea,Macpoulet
Lrg Chocolate Hazelnut Iced Latte (2% Milk),MacPoulet
Lrg Chocolate Hazelnut Latte (2% Milk),MacPoulet épicé avec habanero
Lrg Chocolate Triple Thick Milkshake,MacPoulet et Côte
Lrg Coca-Cola,Make it a Meal
Lrg Coffee,Margarine
Lrg Coffee Frappé,Margarine avec couteau
Lrg Coffee Frappé w/ Whipped Cream & Choc Drizzle,Masques
Lrg Coffee Refill,McCafe
Lrg Coke Zero,McCafé Latte
Lrg Cold Brew,McCôte
Lrg Cold Brew with Sugar-Free Syrup & Cream,McCrêpes
Lrg Decaf Coffee,McCrêpes  avec œuf et fromage
Lrg Decaf Coffee Refill,McCrêpes avec œuf et fromage
Lrg Diet Coke,McCrêpes avec œuf et fromage
Lrg Earl Grey Tea,McCrêpes Suprême
Lrg French Vanilla Cream Cold Brew,McCroquettes
Lrg French Vanilla Latte  (2% Milk),McCroustillant
Lrg French Vanilla Latte (Almond milk),McCroustillant avec sauce orig
Lrg French Vanilla Latte (Almond Milk),McCroustillant avec sauce originale Frank's RedHot
Lrg Fries,McCroustillant de luxe avec ba
Lrg Fruitopia Orange,McCroustillant de luxe avec bacon
Lrg Fruitopia Strawberry,McCroustillant de luxe avec bacon épicé
Lrg Fuze Iced Tea,McCroustillant de luxe bac sce
Lrg Green Tea,McCroustillant de luxe bac sce orig Frank's RedHot
Lrg Hot Chocolate (2% Milk),McCroustillant épicé
Lrg Hot Chocolate (Almond Milk),McCroustillant épicé
Lrg Iced Coffee,McCroustillant épicé de luxe avec bacon
Lrg Iced Coffee with sugar free syrup,McCroustillant épicé dlx baco
Lrg Iced Latte (2% Milk),McDo BLT
Lrg Iced Latte (Almond Milk),McDouble
Lrg Iced Matcha Tea Latte (2% Milk),McÉpicé
Lrg Iced Matcha Tea Latte (Almond Milk),McFlurry
Lrg Iced Mocha (2% Milk),McFlurry au Cadbury Creme Egg
Lrg Iced Mocha (Almond Milk),"McFlurry au Cadbury Creme Egg, format classique"
Lrg Latte  (2% Milk),"McFlurry au Cadbury Creme Egg, format collation"
Lrg Latte (Almond milk),McFlurry caramel salé
Lrg Latte (Almond Milk),"McFlurry caramel salé, format classique"
Lrg Latte with sugar free syrup (2% Milk),"McFlurry caramel salé, format collation"
Lrg Latte with sugar free syrup (Almond Milk),McFlurry Gâteau au fromage et caramel
Lrg Lemon Fruit Splash,McFlurry Gâteau au fromage et chocolat fondant
Lrg Lemongrass Green Tea,McFlurry Gâteau au fromage et Oreo
Lrg London Fog Tea Latte (2% Milk),McFlurry Oreo
Lrg London Fog Tea Latte (Almond Milk),McFlurry Skor
Lrg Mango Pineapple Real Fruit Smoothie,McFlurry Smarties
Lrg Matcha Tea Latte (2% Milk),McMuffin avec œuf et fromage
Lrg Matcha Tea Latte (Almond Milk),McMuffin BLT avec oeuf
Lrg McCafé Mocha (2% Milk),"McMuffin et P café X,XX$"
Lrg Mocha (2% Milk),McMuffin et petit café
Lrg Nite Sprite,McMuffin Suprême
Lrg Oat Iced Coffee,McPops
Lrg Orange Dreamsicle Sprite With Cold Foam,McPops au chocolat blanc
Lrg Orange Juice,McPops aux baies
Lrg Orange Pekoe Tea,McVégé
Lrg Peppermint Tea,McVégé - repas Bâtons des étoiles de la LNH
Lrg Premium Roast Coffee,McVégé avec Frank’s RedHot
Lrg Premium Roast Decaf Coffee,McVégé avec sauce originale Frank’s RedHot
Lrg Roaring Black Tea,McVégé de luxe
Lrg Senior Orange Pekoe Tea,McVégé épicé
Lrg Senior Peppermint Tea,McVégé épicé - repas Bâtons des étoiles de la LNH
Lrg Senior's Coffee,McVégé épicé de luxe
Lrg Shamrock Shake,McVégé et wraps
Lrg Sprite,McVeggie
Lrg Strawberries & Cream Coke With Cold Foam,McWrap bacon et poulet grillé
Lrg Strawberry Banana Smoothie,McWrap bacon poulet grillé
Lrg Strawberry Triple Thick Milkshake,McWrap cajun et poulet grillé
Lrg Sweetened Cold Brew with Cream,McWrap cajun poulet grillé
Lrg Sweetened Cold Brew with Oat Beverage,McWrap césar et poulet grillé
Lrg Vanilla Chai Frappé,McWrap césar poulet grillé
Lrg Vanilla Iced Coffee,McWrap Chili doux
Lrg Vanilla Triple Thick Milkshake,McWrap Chili doux
Lrg Watermelon Lime Fruit Splash,McWrap Chili doux avec poulet croustillant
LTO Sauce 1,McWrap Chili doux avec poulet grillé
LTO Sauce 2,McWrap chipotle crémeuse
Lunch & Dinner Menu,McWrap Lime vivifiante
M  Hot Choc ***,McWrap poulet croustillant et sauce chipotle crémeuse
M Apple Juice,McWrap Poulet et bacon
M Cap ***,McWrap Poulet et bacon avec poulet croustillant
M Cap Syrup ***,McWrap Poulet et bacon avec poulet grillé
M Cappuccino ***,McWrap poulet grillé et sauce chipotle crémeuse
M Cappuccino Syrup ***,McWrap sauce Ranch à l’avocat
M Caramel Choc Latte ***,McWrap sauce Ranch à l’avocat crémeuse
M Caramel Choc Mocha ***,McWrap sauce Ranch à l’avocat crémeuse avec poulet croustill
M Caramel Latte ***,McWrap sauce ranch cajun
M Chai Latte ***,McWrap sauce ranch cajun
M Choc Chip Lat ***,McWrap Signature bacon et poulet grillé
M Hot Choc  ***,McWrap Signature cajun et poulet grillé
M Hot Choc ***,McWrap Signature césar et poulet grillé
M Hot Choc Mint ***,Medium Cup
M Hot Chocolate ***,Medium Moka (lait 2%)
M Hot Water,Mélange aux légumes
M Hot Wht Choc ***,Mélange Burritos
M Ice Latte ***,Mélange de fruits
M Iced Matcha Latte ***,Menthe poivrée
M Lat Caramel ***,Menthe poivrée aînés
M Lat Chc Chp ***,Menu de nuit
M Lat Cml Choc ***,Menu du déjeuner
M Lat M. Caramel ***,Menu du dîner/souper
M Lat M. Caramel***,Menu Frank's RedHot
M Lat M. Crml ***,Menu McValeur
M Lat Pump ***,Miel
M Lat Pumpkin Crml ***,Mini
M Lat SF ***,Mini Potato Hash Browns
M Lat Syrup ***,Mini-cornet à la vanille
M Latte ***,MiW Hasbro
M Latte Cml Choc ***,MiW Softserve
M Latte Pumpkin ***,Moitié boisson à l'avoine
M Latte Syrup ***,Moitié sirop
M Lndn Fog Latte ***,Moka
M Matcha Latte ***,Moka  (lait 2%)
M Matcha Tea Latte ***,Moka (lait 2%)
M Mint Latte ***,Moka (lait aux amandes)
M Mint Latte L ***,Moka glacé
M Mint Latte R ***,"Moka, format moyen (lait aux amandes)"
M Mint Latte R***,"Moka, grand format (lait aux amandes)"
M Mocha ***,"Moka, petit format (lait aux amandes)"
M Mocha Cml Choc ***,Monterey Jack
M Mocha Mint ***,Morc de chocolat
M Mocha White Choc ***,Morceaux de gâteau au fromage
M Orange Juice,Morceaux Nanaimo
M Sugar Free Latte ***,Morceaux Reese's
M Van Latte ***,Morceaux Smarties
M Water,Mousse
Make it a meal,Moutarde
Make it a Meal,Moutarde à l’érable
Make It a Meal,Moutarde de dijon crémeuse
Mango Pineapple Real Fruit Smoothie,Moyen
Mango Pineapple Smoothie,Moyen americano
Mango Smoothie,Moyen café
Map Mug,Moyen Café frappé
Maple & Cheddar Chkn ***,Moyen café glacé
Maple & Cheddar Chkn EVM ***,Moyen café glacé à la vanille
Maple Leaf Cup,Moyen café glacé au caramel
Maple Leaf Tumblr,Moyen café glacé avec boisson à l'avoine
Maple Mustard Sauce,Moyen café glacé avec sirop sans sucre
Maple Syrup,Moyen Café glacé avec sirop sans sucre
Margarine,Moyen café infusé
Margarine with knife,Moyen café infusé à froid
Mask,Moyen café infusé à froid avec sirop sans sucre et crème
Matcha Tea Latte (2% Milk),Moyen café infusé à froid caramel et crème
Matcha Tea Latte (Almond Milk),Moyen café infusé à froid sucré avec crème
Mayo Chicken Snack Wrap with Grilled Chicken,Moyen café infusé à froid sucré/avoine
Mayo Grilled Snack Wrap,Moyen café infusé à froid vanille française et crème
Mayo Snack Wrap with Grilled Chicken,Moyen café infusé aînés
Mayo-Style Sauce,Moyen café infusé décaféiné
Mayo-Style Sauce Packet,Moyen café infusé décaféiné aînés
MCafe Upchrg,Moyen café infusé décaféiné Remplir nouveau
McCafé Chocolate Syrup,Moyen café infusé Remplir nouveau
McCafé Coupon,Moyen cappuccino (lait 2%)
McCafé Especialty,Moyen cappuccino (lait d'amande)
McCafé Hot Beverage,Moyen Chai frappé à la vanille
McCafé Hot Espresso,Moyen Chocolat chaud  (lait 2%)
McCafé Hot Speciality,Moyen Coca Fraises et Crème avec mousse froide
McCafé Latte,Moyen Coca-Cola
McCafé Mocha (2% Milk),Moyen Coca-Cola Zero
McCafe Mug,Moyen Coke
McCafe Upcharge,Moyen Coke Diète
McChicken,Moyen frites
McChicken & Side Deal,Moyen Frites
McChicken Extra Value Meal,Moyen Fruitopia fraises
McCrispy,Moyen Fruitopia orange
McCrispy Extra Value Meal,Moyen jus d'orange
McDouble,Moyen jus de pomme
McDouble (DLM),Moyen lait ultra-frappé à la fraise
McDouble (like Mac),Moyen lait ultra-frappé à la vanille
McDouble McValue Meal,Moyen lait ultra-frappé au chocolat
McDouble Meal Deal,Moyen latte (lait 2%)
McFlurry,Moyen latte (lait d'amande)
McFlurry Toppings,Moyen latte à la vanille française (lait 2%)
McGriddle,Moyen Latte à la vanille française (lait 2%)
McGriddles,Moyen Latte à la vanille française (lait d'amande)
McGriddles Sandwiches,Moyen latte à thé London fog (lait sans lactose)
McMuffin & S Coffee offer,Moyen latte au thé matcha (lait 2%)
McMuffin & S Coffee Offer,Moyen latte avec sirop sans sucre (lait 2%)
McMuffin Sandwich,Moyen latte avec sirop sans sucre (lait aux amandes)
McMuffin Sandwiches,Moyen latte avec sirop sans sucre (lait d'amande)
McNugget Sauces,Moyen latte caramel (lait 2%)
McNuggets,Moyen latte caramel (lait d'amande)
McPops,Moyen latte glacé (lait 2%)
McRib,Moyen Latte glacé (lait amande)
McSpicy,Moyen latte glacé au matcha (lait 2%)
McValue Meals,Moyen latte glacé matcha (lait amande)
McValue Menu,Moyen menthe poivrée
McVeggie,Moyen Moka (lait 2%)
McVeggie - NHL Star Sticks Meal,Moyen moka glacé
McVeggie & Wraps,Moyen Racinette Barq's
McVeggie Deluxe,Moyen smoothie fraises-banane
McVeggie Deluxe Extra Value Meal,Moyen smoothie grenade-bleuets
McVeggie Extra Value Meal,Moyen smoothie mangue-ananas
McWrap,Moyen Splash fraîcheur au citron
McWrap Bacon ***,Moyen Splash fraîcheur au melon d’eau et à la lime
McWrap Chili ***,Moyen Sprite
McWrp Bacon ***,Moyen Sprite à la framboise bleue avec mousse froide
McWrp Chili ***,Moyen Sprite Crème à l'orange avec mousse froide
McWRP SRSLY BACON***,Moyen Sprite nocturne
Meal Deal,Moyen thé à la menthe poivrée
Meal with a side,Moyen thé à la menthe poivrée aînés
Meat Patty,Moyen thé bergamia gris
Med Americano,Moyen thé chai éclat
Med Americano Coffee,Moyen thé Earl Grey
Med Apple Juice,Moyen thé earl grey aînés
Med Barq's Root Beer,Moyen Thé glacé Fuze
Med Bergamia Grey Tea,Moyen thé menthe poivrée aînés
Med Blue Raspberry Sprite With Cold Foam,Moyen thé orange pekoe
Med Blueberry Pomegranate Real Fruit Smoothie,Moyen thé Orange Pekoe
Med Blueberry Pomegranate Smoothie,Moyen thé orange pekoe aînés
Med Cappuccino (2% Milk),Moyen thé rugissement noir
Med Cappuccino (Almond Milk),Moyen thé vert
Med Caramel Cream Cold Brew,Moyen thé vert à la citronnelle
Med Caramel Iced Coffee,Moyen thé vert aînés
Med Caramel Latte (2% Milk),MoyenChocolat chaud  (lait 2%)
Med Caramel Latte (Almond milk),Muesli
Med Caramel Latte (Almond Milk),Muffin anglais
Med CaramelLatte (2% Milk),Muffin anglais avec beurre
Med Chai Cardamom Tea Latte (2% Milk),Muffin aux bananes et aux morceaux de chocolat
Med Chai Cardamom Tea Latte (Almond Milk),Muffin aux pépites de chocolat
Med Chai Glow Tea,Muffin aux pépites de chocolat
Med Chocolate Hazelnut Iced Latte (2% Milk),Muffin bananes morceaux choco
Med Chocolate Hazelnut Latte (2% Milk),Muffin bleuets
Med Chocolate Triple Thick Milkshake,Muffin Brownie au Chocolat
Med Coca-Cola,Muffin canneberges et orange
Med Coffee,Muffin carottes
Med Coffee Frappé,Muffin fruits et fibres
Med Coffee Frappé w/ Whipped Cream & Choc Drizzle,Muffins
Med Coffee Refill,Muffins cuits au four
Med Coke Zero,Nature
Med Cold Brew,NB Softserve
Med Cold Brew with Sugar-Free Syrup & Cream,Noir
Med Decaf Coffee,Oe bac crêp rôt bla
Med Decaf Coffee Refill,Oe bac crêp rôt blé
Med Diet Coke,Oeuf frit
Med Earl Grey Tea,Œuf frit
Med French Vanilla Cream Cold Brew,Oeuf McMuf PHB
Med French Vanilla Latte (2% Milk),Oeuf McMuffin
Med French Vanilla Latte (Almond milk),Œuf McMuffin
Med French Vanilla Latte (Almond Milk),Oeuf McMuffin avec bacon et Patates hachées brunes duo
Med Fries,Oeuf McMuffin avec saucisse et Patates hachées brunes duo
Med Fruitopia Orange,Oeuf McMuffin BLT
Med Fruitopia Strawberry,Oeuf McMuffin et Patates hachées brunes duo
Med Fuze Iced Tea,Oeuf McMuffin et PHB
Med Green Tea,Oeuf McMuffin et phb duo
Med Hot Chocolate (2% Milk),Oeuf McMuffin sauc et phb duo
Med Hot Chocolate (Almond Milk),Œuf McMuffin sauce à l’ail sty
Med Iced Coffee,Œuf McMuffin sauce à l’ail style Frank’s
Med Iced Coffee with sugar free syrup,Œuf rond
Med Iced Latte (2% Milk),Offre 1 trio
Med Iced Latte (Almond Milk),Offre 2 trios
Med Iced Matcha Tea Latte (2% Milk),Offre de 2 sandwichs Oeuf McMu
Med Iced Matcha Tea Latte (Almond Milk),Offre de 2 sandwichs Oeuf McMuffin
Med Iced Mocha (2% Milk),Offre de 3 H-Fromage ou hambur
Med Iced Mocha (almond milk),Offre de 3 H-Fromage ou hamburgers
Med Latte (2% Milk),Oign grillé lamelle
Med Latte (Almond milk),Oignons
Med Latte (Almond Milk),Oignons caramélisés
Med Latte with sugar free syrup (2% Milk),Oignons croustillants
Med Latte with sugar free syrup (Almond Milk),Oignons verts
Med Lemon Fruit Splash,OMRM Livre de Coupons
Med Lemongrass Green Tea,Optez pour un trio
Med London Fog Tea Latte (2% Milk),Optez pour un Trio
Med London Fog Tea Latte (Almond Milk),Optez pour unTrio
Med Mango Pineapple Real Fruit Smoothie,Ordinaire
Med Mango Smoothie,Oreo
Med Matcha Tea Latte (2% Milk),P Café décaf infusé
Med Matcha Tea Latte (Almond Milk),P Café frappé + crème fouettée + coulis au choc.
Med McCafé Mocha (2% Milk),P Capp sirop ***
Med Mocha (2% Milk),P Cappuccino ***
Med Mocha (Almond Milk),P Cappuccino Sirop ***
Med Mocha(2% Milk),P Cappuccino Sirop R ***
Med Nite Sprite,P Chai frappé van. + cr. fouettée + coulis au choc.
Med Oat Iced Coffee,P Choc ch ment ***
Med Orange Dreamsicle Sprite With Cold Foam,P chocolat chaud ***
Med Orange Juice,P Coke
Med Orange Pekoe Tea,P Déca infusé
Med Peppermint Tea,P Eau chaude
Med Premium Roast Coffee,P Eau froide
Med Premium Roast Decaf Coffee,P Frites
Med Roaring Black Tea,P Jus d'orange
Med Senior Orange Pekoe Tea,P Jus de pomme
Med Senior Peppermint Tea,P Lat M. Car ***
Med Shamrock Shake,P Lat M. Crml ***
Med Sprite,P Lat pép choc ***
Med Strawberries & Cream Coke With Cold Foam,P Latte
Med Strawberry Banana Smoothie,P Latte ***
Med Strawberry Triple Thick Milkshake,P Latte au chocolat et à la noisette (lait 2 %)
Med Sweetened Cold Brew with Cream,P Latte glacé ***
Med Sweetened Cold Brew with Oat Beverage,P Latte glacé au chocolat et à la noisette (lait 2 %)
Med Vanilla Chai Frappé,P Latte glacé R ***
Med Vanilla Iced Coffee,P Latte M. Caramel ***
Med Vanilla Triple Thick Milkshake,P Latte menthe ***
Med Watermelon Lime Fruit Splash,P Latte pép choc ***
Mediterranean Feta Sauce,P Latte sirop ***
Medium,P Latte Sirop ***
Medium Cappuccino (Almond Milk),P Latte SS
Medium Chocolate Shake,P Latte ss ***
Medium Clear Cup,P LF à la fraise ML
Medium Coffee,P LF à la vanille ML
Medium Coke,P LF au chocolat ML
Medium Cup,P LF chocolat
Medium Cup FS,P LF fraise
Medium Decaf Coffee,P LF vanille
Medium Earl Grey,P Moka ***
Medium French Fries,P Moka glacé ***
Medium French Vanilla Latte (2% milk),P Moka menthe ***
Medium Fries,P Mokaccino
medium fry,P Thé Earl Grey
Medium Green Tea,P Thé pekoe
Medium Orange Pekoe Tea,P Thé vert
Medium Peppermint Tea,P’tits beignes
Medium Senior's Coffee,Paille
Medium Senior's Decaf Coffee,Paille flexible
Medium Senior's Earl Grey Tea,Pailles
Medium Senior's Green Tea,Pains-crêpes
Medium Senior's Orange Pekoe Tea,Panier café moulu
Medium Senior's Peppermint Tea,Parmesan râpé
Medium Soft Drinks,Pas de sac
Medium Strawberry Shake,Pas maintenant
Medium Vanilla Shake,Pat hach brunes
MediumSoft Drinks,Patates hach brunes
Melon Trio,Patates hachées brunes
Mgrn Bgl w/ Sprd VM ***,Patates hachées brunes et café
Mgrn Bgl w/Sprd VM ***,Pâté de boeuf
Mighty McGriddles,Pâté de bœuf
Mighty McGriddles Extra Value Meal,Pâté de saucisse
Mighty McMuffin,Pâté poulet gril
Mighty McMuffin Extra Value Meal,Pâté Végé
Milk,Pâtisseries
Milk 250mL,Pâtisseries et desserts
Milk Bottle,Petit
Milk Deposit,Petit americano
Milk Packet,Petit café frappé
Milk Type,Petit Café frappé
Milkshakes,Petit café glacé
Mini,Petit café glacé à la vanille
Mini Baguette Bun,Petit café glacé au caramel
Mini Fries,Petit café glacé avec boisson à l'avoine
Mini Potato Hash Browns,Petit café glacé avec sirop sans sucre
MiW Hasbro,Petit Café glacé avec sirop sans sucre
MiW Softserve,Petit café infusé
Mixed Greens,Petit Café infusé
Mocha,Petit café infusé à froid
Mocha (2% Milk),Petit café infusé à froid avec sirop sans sucre et crème
Mocha (Almond Milk),Petit café infusé à froid caramel et crème
Monterey Jack Jalapeno,Petit café infusé à froid sucré avec crème
Moose Mug,Petit café infusé à froid sucré/avoine
Moose Stainless Cup,Petit café infusé à froid vanille française et crème
More Burgers,Petit café infusé aînés
More Chicken,Petit café infusé décaféiné
More Snacks,Petit café infusé décaféiné aînés
More Snacks & Sides,Petit café infusé décaféiné Remplir nouveau
Mozzarella Cheese,Petit café infusé Remplir nouveau
Muffin & Coffee Pairing,Petit cappuccino (lait 2%)
Mustard,Petit Cappuccino (lait d'amande)
Nacho Cheese Sauce,Petit Chai frappé à la vanille
Nanaimo Crumbs,Petit chocolat chaud
Napkins,Petit Chocolat chaud (lait 2%)
Natural Cheddar,Petit Coca Fraises et Crème avec mousse froide
NB Softserve,Petit Coca-Cola
NESTEA Iced Tea,Petit Coca-Cola Zero
NHL Star Sticks,Petit Coke
NHL Star Sticks - Add to order,Petit Coke Diète
NHL Star Sticks Meal,Petit Fries
Nite Sprite,Petit Frites
No Accessories,Petit Fruitopia fraises
No Aioli Sauce,Petit Fruitopia orange
No bag,Petit glacée moka
No Bag,Petit glacée moka (lait d'amande)
No Cold Lid,Petit jus d'orange
No Ice,Petit jus de pomme
No Jam,Petit lait ultra-frappé à la fraise
No Ketchup Packets,Petit lait ultra-frappé à la vanille
No Meat,Petit lait ultra-frappé au chocolat
No Salad Dressing,Petit latte (lait 2%)
No Sauce,Petit latte (lait d'amande)
No Straw,Petit latte à la caramel (lait 2%)
No Tartar Dip,Petit latte à la crème brûlée (lait 2%)
No Toy,Petit latte à la vanille française (lait 2%)
No Utensils,Petit Latte à la vanille française (lait 2%)
No Whipped Cream,Petit Latte à la vanille française (lait d'amande)
Not This Time,Petit latte à thé chai cardamome (lait 2%)
Nugget Sauce,Petit latte à thé chai cardamome (lait écrémé)
Oat Beverage,Petit latte à thé London fog (lait 2%)
Oat Iced Coffee,Petit latte au caramel (lait 2%)
On The Side,Petit latte au thé matcha (lait 2%)
Onion Crisps,Petit latte avec sirop sans sucre (lait 2%)
Onions,Petit latte avec sirop sans sucre (lait aux amandes)
OR - Food,Petit latte avec sirop sans sucre (lait d'amande)
OR - Fundraising,Petit latte caramel (lait d'amande)
OR - Grease,Petit latte citrouille (lait 2%)
OR - McHappy Day,Petit latte glacé (lait 2%)
OR - Miscellaneous,Petit Latte glacé (lait amande)
OR - Orange,Petit latte glacé au matcha (lait 2%)
OR - Paper,Petit latte glacé matcha (lait amande)
OR - Pay for Play,Petit menthe poivrée
OR - Remit Credit Sales,Petit Moka (lait 2%)
OR - US Exchange,Petit Moka glacé
OR - Vending (ONT),Petit pain
OR - Vending (QC),Petit pain aux graines de sésa
OR - Vending MDSE,Petit pain aux graines de sésame blanches et noires
Orange Dreamsicle Sprite With Cold Foam,Petit pain aux graines de sésame et de pavot
Orange Juice,Petit pain aux graines de sésame scarifié
Orange Pekoe Tea,Petit pain aux pommes de terre
Orange Vitamin Water,Petit pain campagnard
Order Complete,Petit pain graines de sésame
Oreo Cheesecake McFlurry,Petit Racinette Barq's
Oreo McFlurry,Petit smoothie fraises-banane
Oreo Pieces,Petit smoothie grenade-bleuets
Original Hummus,Petit smoothie mangue-ananas
Ornaments Holiday Mug,Petit Splash fraîcheur au citron
Ornaments Mug,Petit Splash fraîcheur au melon d’eau et à la lime
Other Cold Drinks,Petit Sprite
Other Condiments,Petit Sprite à la framboise bleue avec mousse froide
Other Drinks,Petit Sprite Crème à l'orange avec mousse froide
Other Hot Drinks,Petit Sprite nocturne
Other Receipts,Petit thé à la menthe poivrée
Overnight Menu,Petit thé à la menthe poivrée aînés
Own Cup,Petit thé bergamia gris
Own Cup Bergamia Grey Tea,Petit thé chai éclat
Own Cup Decaf Coffee,Petit thé Earl Grey
Own Cup Earl Grey Tea,Petit thé earl grey aînés
Own Cup Green Tea,Petit Thé glacé Fuze
Own Cup New Orange Pekoe Tea,Petit thé menthe poivrée aînés
Own Cup Orange Pekoe Tea,Petit thé orange pekoe
Own Cup Peppermint Tea,Petit thé Orange Pekoe
Own Cup Premium Roast Brewed Coffee,Petit thé orange pekoe aînés
Own Cup Senior Earl Grey Tea,Petit thé rugissement noir
Own Cup Senior Green Tea,Petit thé vert
Own Cup Senior Orange Pekoe Tea,Petit thé vert à la citronnelle
Own Cup Senior Peppermint Tea,Petit thé vert aînés
Pad Thai Salad,Petites salades
Pairing with Soup,Petites salades/Wraps
Parmesan Cheese,Pichet de lait d'amande
Party Charge,Placeholder 1
Peach Mango Syrup,Placeholder 2
Peanut Butter,Placeholder 3
Peanut butter with knife,Placeholder 4
Pepper Packet,Placeholder 5
Peppermint Tea,Placeholder 6
Pick Your Own 2 McPops,Placeholder 7
Pick Your Own 6 Baked Muffins,Placeholder 8
Pick Your Own 6 McPops,Placeholder 9
Pick Your Own 6 Muffins,Placeholder Sub 1
Pickles,Placeholder Sub 2
Pie,Placeholder Sub 3
Pine Branch Mug,Plateu boisson
Pitcher Almond Milk,Poisson
Placeholder 1,Poitrine de poulet croustillan
Placeholder 2,Poitrine de poulet croustillant
Placeholder 3,Poitrine de poulet grillé
Placeholder 4,Poitrine poul/croust.
Placeholder 5,Poitrine poulet croust
Placeholder 6,Poitrine poulet grillé
Placeholder 7,Poivre
Placeholder 8,Poivrons rouges
Placeholder 9,Pomme
Placeholder Sub 1,Pommes
Placeholder sub 2,Port poul gr
Placeholder Sub 2,Porte-clés
Placeholder sub 3,Portez pour un Trio
Placeholder Sub 3,Portion de poulet
Plain,Poul Cantons jardin ***
Plain Bacon 'N Egg Bagel,Poulet
Plain Bacon 'N Egg Bagel Extra Value Meal,Poulet Big Mac
Plain Bacon & Guacamole Bagel,Poulet et Filet de poisson
Plain Bacon & Guacamole Bagel Meal,Poulet et poisson
Plain Bagel,Poulet grillé
Plain Bagel Happy Meal,Poulet grillé avec sauce origi
Plain Bagel Reg CC Prod,Poulet grillé avec sauce originale Frank's RedHot
Plain Bagel w/ Reg CC Product,Poulet grillé bacon/sauce orig
Plain Bagel w/ Reg Cream Cheese McValue Meal,Poulet grillé bacon/sauce originale Frank's RedHot
Plain Bagel w/ Regular Cream Cheese Product,Poulet jr
Plain Bagel with Regular Cream Cheese product,Poulet McCrêpes
Plain Bagel with Regular Cream Cheese Product,Poulet McMuffin
Plain Bagl w/ Spreads,Poulet McMuffin sauce à l’ail
Plain Bagl w/ Spreads ***,Poulet McMuffin sauce à l’ail style Frank’s
Plain Bgl w/ Sprd VM ***,Poulet Salade
Plain BLT Bagel,Pourboire du livreur
Plain BLT Bagel Extra Value Meal,Poutine
Plain Egg BLT Bagel,Poutine au Buffalo épicé crous
Plain Egg BLT Bagel Extra Value Meal,Poutine au Buffalo grillé
Plain Sausage 'N Egg Bagel,Poutine au poulet Buffalo épicé croust
Plain Sausage 'N Egg Bagel Extra Value Meal,"Poutine au poulet Buffalo épicé croust, format classique"
Plastic Tumbler McCafe,"Poutine au poulet Buffalo épicé croust, grand format"
Playplace Socks,Poutine au poulet Buffalo épicé grillé
Pln Bgl w/Sprd VM ***,"Poutine au poulet Buffalo épicé grillé, format classique"
Potato Bun,"Poutine au poulet Buffalo épicé grillé, grand format"
Poutine,Poutine au poulet Buffalo grillé
Poutine and Medium Fountain Dr,Poutine déjeuner
Poutine and Medium Fountain Drink,"Poutine déjeuner, grand format"
Poutine Upcharge,"Poutine épicé croust, grand"
Premium Decaf Coffee Carafe,Poutine et boisson de fontaine
Premium Roast Brewed Coffee,"Poutine et boisson de fontaine, format moyen"
Premium Roast Brewed Senior's Coffee,Poutine nacho avec poulet croustillant
Premium Roast Coffee,"Poutine nacho avec poulet croustillant, format classique"
Premium Roast Coffee Carafe,Poutine nacho avec poulet grillé
Premium Roast Coffee Carafe (Serves 12),"Poutine nacho avec poulet grillé, format classique"
Premium Roast Decaf Coffee,"Poutine, grand format"
Premium Roast Decaf Coffee Carafe (Serves 12),Quart BLT
Premium Roast Senior's Coffee,Quart de livre
Premium Roast Senior's Decaf Coffee,Quart de livre avec fromage
Premium Sandwich,Quart de livre BLT
PST EVM Drink Credit,Quart de livre sans fromage
PST HM Drink Credit,Quart fromage
