en-CA,fr-CA
Leaf Holiday Mug,M Lat pép choc ***
Leaf Lettuce,M Latte ***
Leaf Mug,M Latte à la vanille ss ***
Leaf Tumbler,M Latte au caramel  ***
Leave Some Space,M Latte au chocolat et à la noisette (lait 2 %)
Lemongrass Green Tea,M Latte glacé ***
Lettuce,M Latte glacé au chocolat et à la noisette (lait 2 %)
Lettuce & Tomato Snack Wrap,M Latte glacé L ***
Li’l Donuts,M Latte M. Caramel ***
Lightly Toasted,M Latte menthe ***
Like a Mac,M Latte pép choc ***
Liquid Sugar,M Latte sirop ***
London Fog Tea Latte (2% Milk),M Latte Sirop ***
London Fog Tea Latte (Almond Milk),M Latte Sirop R ***
Long Espresso,M Latte ss ***
LOVE CANADA TUMBLER,M Latte vanille ss ***
Love Mug,M LF à la fraise ML
Lrg Americano,M LF à la vanille ML
Lrg Apple Juice,M LF au chocolat ML
Lrg Barq's Root Beer,M LF chocolat
Lrg Bergamia Grey Tea,M LF fraise
Lrg Blackberry Passionfruit Refresher,M LF vanille
Lrg Blueberry Pomegranate Real Fruit Smoothie,M Moka ***
Lrg Cappuccino (2% Milk),M Moka menthe ***
Lrg Cappuccino (Almond Milk),M Smo bleuet
Lrg Caramel Iced Coffee,M Smo mangue
Lrg Caramel Latte (2% Milk),M Smooth bleuet ML
Lrg Caramel Latte (Almond milk),M Smooth mangue ML
Lrg Caramel Latte (Almond Milk),M Thé Earl Grey
Lrg Chai Cardamom Tea Latte (2% Milk),M Thé pekoe
Lrg Chai Cardamom Tea Latte (Almond Milk),M Thé vert
Lrg Chai Glow Tea,Macpoulet
Lrg Chocolate Hazelnut Iced Latte (2% Milk),MacPoulet
Lrg Chocolate Hazelnut Latte (2% Milk),MacPoulet épicé avec habanero
Lrg Chocolate Triple Thick Milkshake,MacPoulet et Côte
Lrg Cloud Iced Coffee,Make it a Meal
Lrg Cloud Iced Coffee with Sugar-Free Syrup,Margarine
Lrg Coca-Cola,Margarine avec couteau
Lrg Coffee,Masques
Lrg Coffee Frappé,McCafe
Lrg Coffee Frappé w/ Whipped Cream & Choc Drizzle,McCafé Latte
Lrg Coffee Refill,McCôte
Lrg Coke Zero,McCrêpes
Lrg Creamy Strawberry Coke,McCrêpes  avec œuf et fromage
Lrg Decaf Coffee,McCrêpes avec œuf et fromage
Lrg Decaf Coffee Refill,McCrêpes avec œuf et fromage
Lrg Diet Coke,McCrêpes Suprême
Lrg Earl Grey Tea,McCroquettes
Lrg French Vanilla Cloud Iced Coffee,McCroustillant
Lrg French Vanilla Latte  (2% Milk),McCroustillant avec sauce orig
Lrg French Vanilla Latte (Almond milk),McCroustillant avec sauce originale Frank's RedHot
Lrg French Vanilla Latte (Almond Milk),McCroustillant de luxe avec ba
Lrg Fries,McCroustillant de luxe avec bacon
Lrg Fruitopia Orange,McCroustillant de luxe avec bacon épicé
Lrg Fruitopia Strawberry,McCroustillant de luxe bac sce
Lrg Fuze Iced Tea,McCroustillant de luxe bac sce orig Frank's RedHot
Lrg Green Tea,McCroustillant épicé
Lrg Hot Chocolate (2% Milk),McCroustillant épicé
Lrg Hot Chocolate (Almond Milk),McCroustillant épicé de luxe avec bacon
Lrg Iced Coffee,McCroustillant épicé dlx baco
Lrg Iced Coffee with sugar free syrup,McDo BLT
Lrg Iced Latte (2% Milk),McDouble
Lrg Iced Latte (Almond Milk),McÉpicé
Lrg Iced Matcha Tea Latte (2% Milk),McFlurry
Lrg Iced Matcha Tea Latte (Almond Milk),McFlurry au Cadbury Creme Egg
Lrg Iced Mocha (2% Milk),"McFlurry au Cadbury Creme Egg, format classique"
Lrg Iced Mocha (Almond Milk),"McFlurry au Cadbury Creme Egg, format collation"
Lrg Latte  (2% Milk),McFlurry caramel salé
Lrg Latte (Almond milk),"McFlurry caramel salé, format classique"
Lrg Latte (Almond Milk),"McFlurry caramel salé, format collation"
Lrg Latte with sugar free syrup (2% Milk),McFlurry doré
Lrg Latte with sugar free syrup (Almond Milk),"McFlurry doré, formal classique"
Lrg Lemongrass Green Tea,"McFlurry doré, format collation"
Lrg London Fog Tea Latte (2% Milk),McFlurry Oreo
Lrg London Fog Tea Latte (Almond Milk),McFlurry Skor
Lrg Mango Pineapple Real Fruit Smoothie,McFlurry Smarties
Lrg Mango Pineapple Refresher,McMuffin avec œuf et fromage
Lrg Matcha Tea Latte (2% Milk),McMuffin BLT avec oeuf
Lrg Matcha Tea Latte (Almond Milk),"McMuffin et P café X,XX$"
Lrg McCafé Mocha (2% Milk),McMuffin et petit café
Lrg Mocha (2% Milk),McMuffin Saja épicé
Lrg Oat Iced Coffee,McMuffin Suprême
Lrg Orange Dream,McPops
Lrg Orange Juice,McPops aux baies
Lrg Orange Pekoe Tea,McPops Biscoff
Lrg Peppermint Tea,McVégé
Lrg Premium Roast Coffee,McVégé avec Frank’s RedHot
Lrg Premium Roast Decaf Coffee,McVégé avec sauce originale Frank’s RedHot
Lrg Roaring Black Tea,McVégé de luxe
Lrg Salted Caramel Cloud Iced Coffee,McVégé épicé
Lrg Salted Caramel Coffee Frappé,McVégé épicé de luxe
Lrg Salted Caramel Iced Coffee,McVégé et wraps
Lrg Salted Caramel Latte (2% Milk),McVeggie
Lrg Salted Caramel Latte (Almond Milk),McWrap bacon et poulet grillé
Lrg Senior Orange Pekoe Tea,McWrap bacon poulet grillé
Lrg Senior Peppermint Tea,McWrap cajun et poulet grillé
Lrg Senior's Coffee,McWrap cajun poulet grillé
Lrg Shamrock Shake,McWrap césar et poulet grillé
Lrg Sprite,McWrap césar poulet grillé
Lrg Sprite Berry Bliss,McWrap Chili doux
Lrg Strawberry Banana Smoothie,McWrap Chili doux
Lrg Strawberry Triple Thick Milkshake,McWrap Chili doux avec poulet croustillant
Lrg Strawberry Watermelon Refresher,McWrap Chili doux avec poulet grillé
Lrg Sweetened Cold Brew with Oat Beverage,McWrap chipotle crémeuse
Lrg Vanilla Chai Frappé,McWrap Lime vivifiante
Lrg Vanilla Iced Coffee,McWrap poulet croustillant et sauce chipotle crémeuse
Lrg Vanilla Triple Thick Milkshake,McWrap Poulet et bacon
LTO Sauce 1,McWrap Poulet et bacon avec poulet croustillant
LTO Sauce 2,McWrap Poulet et bacon avec poulet grillé
Lunch & Dinner Menu,McWrap poulet grillé et sauce chipotle crémeuse
Lunch Side,McWrap sauce Ranch à l’avocat
M  Hot Choc ***,McWrap sauce Ranch à l’avocat crémeuse
M Apple Juice,McWrap sauce Ranch à l’avocat crémeuse avec poulet croustill
M Cap ***,McWrap sauce ranch cajun
M Cap Syrup ***,McWrap sauce ranch cajun
M Cappuccino ***,McWrap Signature bacon et poulet grillé
M Cappuccino Syrup ***,McWrap Signature cajun et poulet grillé
M Caramel Choc Latte ***,McWrap Signature césar et poulet grillé
M Caramel Choc Mocha ***,Medium Cup
M Caramel Latte ***,Medium Moka (lait 2%)
M Chai Latte ***,Mélange aux légumes
M Choc Chip Lat ***,Mélange Burritos
M Hot Choc  ***,Mélange de fruits
M Hot Choc ***,Menthe poivrée
M Hot Choc Mint ***,Menthe poivrée aînés
M Hot Chocolate ***,Menu de nuit
M Hot Water,Menu du déjeuner
M Hot Wht Choc ***,Menu du dîner/souper
M Ice Latte ***,Menu McValeur
M Iced Matcha Latte ***,Miel
M Lat Caramel ***,Mini
M Lat Chc Chp ***,Mini Potato Hash Browns
M Lat Cml Choc ***,Mini-cornet à la vanille
M Lat M. Caramel ***,MiW Hasbro
M Lat M. Caramel***,MiW Softserve
M Lat M. Crml ***,Moitié boisson à l'avoine
M Lat Pump ***,Moitié sirop
M Lat Pumpkin Crml ***,Moka
M Lat SF ***,Moka  (lait 2%)
M Lat Syrup ***,Moka (lait 2%)
M Latte ***,Moka (lait aux amandes)
M Latte Cml Choc ***,Moka glacé
M Latte Pumpkin ***,"Moka, format moyen (lait aux amandes)"
M Latte Syrup ***,"Moka, grand format (lait aux amandes)"
M Lndn Fog Latte ***,"Moka, petit format (lait aux amandes)"
M Matcha Latte ***,Monterey Jack
M Matcha Tea Latte ***,Morc de chocolat
M Mint Latte ***,Morceaux Nanaimo
M Mint Latte L ***,Morceaux Reese's
M Mint Latte R ***,Morceaux Smarties
M Mint Latte R***,Mousse
M Mocha ***,Mousse froide
M Mocha Cml Choc ***,Moutarde
M Mocha Mint ***,Moutarde à l’érable
M Mocha White Choc ***,Moutarde de dijon crémeuse
M Orange Juice,Moyen
M Slt Caramel Latte ***,Moyen americano
M Sltd Crml Latte***,Moyen café
M Sugar Free Latte ***,Moyen Café frappé
M Van Latte ***,Moyen café glacé
M Water,Moyen café glacé à la vanille
Make it a  Meal,Moyen café glacé au caramel
Make it a meal,Moyen café glacé au caramel salé
Make it a Meal,Moyen café glacé avec boisson à l'avoine
Make It a Meal,Moyen café glacé avec sirop sans sucre
Mango Pineapple Flavoured Syrup,Moyen Café glacé avec sirop sans sucre
Mango Pineapple Real Fruit Smoothie,Moyen café infusé
Mango Pineapple Refresher,Moyen café infusé à froid sucré/avoine
Mango Pineapple Smoothie,Moyen café infusé aînés
Mango Smoothie,Moyen café infusé décaféiné
Map Mug,Moyen café infusé décaféiné aînés
Maple & Cheddar Chkn ***,Moyen café infusé décaféiné Remplir nouveau
Maple & Cheddar Chkn EVM ***,Moyen café infusé Remplir nouveau
Maple Leaf Cup,Moyen cappuccino (lait 2%)
Maple Leaf Tumblr,Moyen cappuccino (lait d'amande)
Maple Mustard Sauce,Moyen Chai frappé à la vanille
Maple Syrup,Moyen Chocolat chaud  (lait 2%)
Margarine,Moyen Coca-Cola
Margarine with knife,Moyen Coca-Cola Zero
Mask,Moyen Coke
Matcha Tea Latte (2% Milk),Moyen Coke Diète
Matcha Tea Latte (Almond Milk),Moyen frites
Mayo Chicken Snack Wrap with Grilled Chicken,Moyen Frites
Mayo Grilled Snack Wrap,Moyen Fruitopia fraises
Mayo Snack Wrap with Grilled Chicken,Moyen Fruitopia orange
Mayo-Style Sauce,Moyen jus d'orange
Mayo-Style Sauce Packet,Moyen jus de pomme
MCafe Upchrg,Moyen lait ultra-frappé à la fraise
McCafé Chocolate Syrup,Moyen lait ultra-frappé à la vanille
McCafé Coupon,Moyen lait ultra-frappé au chocolat
McCafé Especialty,Moyen latte (lait 2%)
McCafé Hot Beverage,Moyen latte (lait d'amande)
McCafé Hot Espresso,Moyen latte à la vanille française (lait 2%)
McCafé Hot Speciality,Moyen Latte à la vanille française (lait 2%)
McCafé Latte,Moyen Latte à la vanille française (lait d'amande)
McCafé Mocha (2% Milk),Moyen latte à thé London fog (lait sans lactose)
McCafe Mug,Moyen latte au caramel salé (lait 2%)
McCafe Upcharge,Moyen latte au thé matcha (lait 2%)
McChicken,Moyen latte avec sirop sans sucre (lait 2%)
McChicken & Side Deal,Moyen latte avec sirop sans sucre (lait aux amandes)
McChicken Extra Value Meal,Moyen latte avec sirop sans sucre (lait d'amande)
McCrispy,Moyen latte caramel (lait 2%)
McCrispy Extra Value Meal,Moyen latte caramel (lait d'amande)
McDouble,Moyen latte glacé (lait 2%)
McDouble (DLM),Moyen Latte glacé (lait amande)
McDouble (like Mac),Moyen latte glacé au matcha (lait 2%)
McDouble McValue Meal,Moyen latte glacé matcha (lait amande)
McDouble Meal Deal,Moyen menthe poivrée
McFlurry,Moyen Moka (lait 2%)
McFlurry Toppings,Moyen moka glacé
McGriddle,Moyen Racinette Barq's
McGriddles,Moyen smoothie fraises-banane
McGriddles Sandwiches,Moyen smoothie grenade-bleuets
McHappy Day Support,Moyen smoothie mangue-ananas
McHappy Day Support,Moyen Sprite
McMuffin & S Coffee offer,Moyen thé à la menthe poivrée
McMuffin & S Coffee Offer,Moyen thé à la menthe poivrée aînés
McMuffin Sandwich,Moyen thé bergamia gris
McMuffin Sandwiches,Moyen thé chai éclat
McNugget Sauces,Moyen thé Earl Grey
McNuggets,Moyen thé earl grey aînés
McPops,Moyen Thé glacé Fuze
McRib,Moyen thé menthe poivrée aînés
McSpicy,Moyen thé orange pekoe
McValue Meals,Moyen thé Orange Pekoe
McValue Menu,Moyen thé orange pekoe aînés
McVeggie,Moyen thé rugissement noir
McVeggie & Wraps,Moyen thé vert
McVeggie Deluxe,Moyen thé vert à la citronnelle
McVeggie Deluxe Extra Value Meal,Moyen thé vert aînés
McVeggie Extra Value Meal,MoyenChocolat chaud  (lait 2%)
McWrap,Muesli
McWrap Bacon ***,Muffin anglais
McWrap Chili ***,Muffin anglais avec beurre
McWrp Bacon ***,Muffin aux pépites de chocolat
McWrp Chili ***,Muffin aux pépites de chocolat
McWRP SRSLY BACON***,Muffin bleuets
Meal Deal,Muffin Brownie au Chocolat
Meal with a side,Muffin canneberges et orange
Meat Patty,Muffin carottes
Med Americano,Muffin fruits et fibres
Med Americano Coffee,Muffins
Med Apple Juice,Muffins cuits au four
Med Barq's Root Beer,Nature
Med Bergamia Grey Tea,NB Softserve
Med Blackberry Passionfruit Refresher,Noir
Med Blueberry Pomegranate Real Fruit Smoothie,Noix de coco caramélisée
Med Blueberry Pomegranate Smoothie,Nouvelles boissons McCafé
Med Cappuccino (2% Milk),Oe bac crêp rôt bla
Med Cappuccino (Almond Milk),Oe bac crêp rôt blé
Med Caramel Iced Coffee,Oeuf frit
Med Caramel Latte (2% Milk),Œuf frit
Med Caramel Latte (Almond milk),Oeuf McMuf PHB
Med Caramel Latte (Almond Milk),Oeuf McMuffin
Med CaramelLatte (2% Milk),Œuf McMuffin
Med Chai Cardamom Tea Latte (2% Milk),Oeuf McMuffin avec bacon et Patates hachées brunes duo
Med Chai Cardamom Tea Latte (Almond Milk),Oeuf McMuffin avec saucisse et Patates hachées brunes duo
Med Chai Glow Tea,Oeuf McMuffin BLT
Med Chocolate Hazelnut Iced Latte (2% Milk),Oeuf McMuffin et Patates hachées brunes duo
Med Chocolate Hazelnut Latte (2% Milk),Oeuf McMuffin et PHB
Med Chocolate Triple Thick Milkshake,Oeuf McMuffin et phb duo
Med Cloud Iced Coffee,Oeuf McMuffin sauc et phb duo
Med Cloud Iced Coffee with Sugar-Free Syrup,Œuf McMuffin sauce à l’ail sty
Med Coca-Cola,Œuf McMuffin sauce à l’ail style Frank’s
Med Coffee,Œuf rond
Med Coffee Frappé,Offre 1 trio
Med Coffee Frappé w/ Whipped Cream & Choc Drizzle,Offre 2 trios
Med Coffee Refill,Offre de 2 sandwichs Oeuf McMu
Med Coke Zero,Offre de 2 sandwichs Oeuf McMuffin
Med Creamy Strawberry Coke,Offre de 3 H-Fromage ou hambur
Med Decaf Coffee,Offre de 3 H-Fromage ou hamburgers
Med Decaf Coffee Refill,Oign grillé lamelle
Med Diet Coke,Oignons
Med Earl Grey Tea,Oignons caramélisés
Med French Vanilla Cloud Iced Coffee,Oignons croustillants
Med French Vanilla Latte (2% Milk),Oignons verts
Med French Vanilla Latte (Almond milk),OMRM Livre de Coupons
Med French Vanilla Latte (Almond Milk),Optez pour un trio
Med Fries,Optez pour un Trio
Med Fruitopia Orange,Optez pour unTrio
Med Fruitopia Strawberry,Ordinaire
Med Fuze Iced Tea,Oreo
Med Green Tea,P Café décaf infusé
Med Hot Chocolate (2% Milk),P Café frappé + crème fouettée + coulis au choc.
Med Hot Chocolate (Almond Milk),P Capp sirop ***
Med Iced Coffee,P Cappuccino ***
Med Iced Coffee with sugar free syrup,P Cappuccino Sirop ***
Med Iced Latte (2% Milk),P Cappuccino Sirop R ***
Med Iced Latte (Almond Milk),P Chai frappé van. + cr. fouettée + coulis au choc.
Med Iced Matcha Tea Latte (2% Milk),P Choc ch ment ***
Med Iced Matcha Tea Latte (Almond Milk),P chocolat chaud ***
Med Iced Mocha (2% Milk),P Coke
Med Iced Mocha (almond milk),P Déca infusé
Med Latte (2% Milk),P Eau chaude
Med Latte (Almond milk),P Eau froide
Med Latte (Almond Milk),P Frites
Med Latte with sugar free syrup (2% Milk),P Jus d'orange
Med Latte with sugar free syrup (Almond Milk),P Jus de pomme
Med Lemongrass Green Tea,P Lat cml salé ***
Med London Fog Tea Latte (2% Milk),P Lat M. Car ***
Med London Fog Tea Latte (Almond Milk),P Lat M. Crml ***
Med Mango Pineapple Real Fruit Smoothie,P Lat pép choc ***
Med Mango Pineapple Refresher,P Latte
Med Mango Smoothie,P Latte ***
Med Matcha Tea Latte (2% Milk),P Latte au caramel ***
Med Matcha Tea Latte (Almond Milk),P Latte au chocolat et à la noisette (lait 2 %)
Med McCafé Mocha (2% Milk),P Latte glacé ***
Med Mocha (2% Milk),P Latte glacé au chocolat et à la noisette (lait 2 %)
Med Mocha (Almond Milk),P Latte glacé R ***
Med Mocha(2% Milk),P Latte M. Caramel ***
Med Oat Iced Coffee,P Latte menthe ***
Med Orange Dream,P Latte pép choc ***
Med Orange Juice,P Latte sirop ***
Med Orange Pekoe Tea,P Latte Sirop ***
Med Peppermint Tea,P Latte SS
Med Premium Roast Coffee,P Latte ss ***
Med Premium Roast Decaf Coffee,P LF à la fraise ML
Med Roaring Black Tea,P LF à la vanille ML
Med Salted Caramel Cloud Iced Coffee,P LF au chocolat ML
Med Salted Caramel Coffee Frappé,P LF chocolat
Med Salted Caramel Iced Coffee,P LF fraise
Med Salted Caramel Latte (2% Milk),P LF vanille
Med Salted Caramel Latte (Almond Milk),P Moka ***
Med Senior Orange Pekoe Tea,P Moka glacé ***
Med Senior Peppermint Tea,P Moka menthe ***
Med Shamrock Shake,P Mokaccino
Med Sprite,P Thé Earl Grey
Med Sprite Berry Bliss,P Thé pekoe
Med Strawberry Banana Smoothie,P Thé vert
Med Strawberry Triple Thick Milkshake,P’tits beignes
Med Strawberry Watermelon Refresher,Paille
Med Sweetened Cold Brew with Oat Beverage,Paille flexible
Med Vanilla Chai Frappé,Pailles
Med Vanilla Iced Coffee,Pains-crêpes
Med Vanilla Triple Thick Milkshake,Panier café moulu
Mediterranean Feta Sauce,Paquet de cartes K-Pop
Medium,Parmesan râpé
Medium Cappuccino (Almond Milk),Pas de sac
Medium Chocolate Shake,Pas maintenant
Medium Clear Cup,Pat hach brunes
Medium Coffee,Patates hach brunes
Medium Coke,Patates hachées brunes
Medium Cup,Patates hachées brunes et café
Medium Cup FS,Pâté de boeuf
Medium Decaf Coffee,Pâté de bœuf
Medium Earl Grey,Pâté de saucisse
Medium French Fries,Pâté poulet gril
Medium French Vanilla Latte (2% milk),Pâté Végé
Medium Fries,Pâtisseries
medium fry,Pâtisseries et desserts
Medium Green Tea,Perles à saveur de fraise
Medium Orange Pekoe Tea,Petit
Medium Peppermint Tea,Petit americano
Medium Senior's Coffee,Petit café frappé
Medium Senior's Decaf Coffee,Petit Café frappé
Medium Senior's Earl Grey Tea,Petit café glacé
Medium Senior's Green Tea,Petit café glacé à la vanille
Medium Senior's Orange Pekoe Tea,Petit café glacé au caramel
Medium Senior's Peppermint Tea,Petit café glacé au caramel salé
Medium Soft Drinks,Petit café glacé avec boisson à l'avoine
Medium Strawberry Shake,Petit café glacé avec sirop sans sucre
Medium Vanilla Shake,Petit Café glacé avec sirop sans sucre
MediumSoft Drinks,Petit café infusé
Melon Trio,Petit Café infusé
Mgrn Bgl w/ Sprd VM ***,Petit café infusé à froid sucré/avoine
Mgrn Bgl w/Sprd VM ***,Petit café infusé aînés
Mighty McGriddles,Petit café infusé décaféiné
Mighty McGriddles Extra Value Meal,Petit café infusé décaféiné aînés
Mighty McMuffin,Petit café infusé décaféiné Remplir nouveau
Mighty McMuffin Extra Value Meal,Petit café infusé Remplir nouveau
Milk,Petit cappuccino (lait 2%)
Milk 250mL,Petit Cappuccino (lait d'amande)
Milk Bottle,Petit Chai frappé à la vanille
Milk Deposit,Petit chocolat chaud
Milk Packet,Petit Chocolat chaud (lait 2%)
Milk Type,Petit Coca-Cola
Milkshakes,Petit Coca-Cola Zero
Mini,Petit Coke
Mini Baguette Bun,Petit Coke Diète
Mini Fries,Petit Fries
Mini Potato Hash Browns,Petit Frites
MiW Hasbro,Petit Fruitopia fraises
MiW Softserve,Petit Fruitopia orange
Mixed Greens,Petit glacée moka
Mocha,Petit glacée moka (lait d'amande)
Mocha (2% Milk),Petit jus d'orange
Mocha (Almond Milk),Petit jus de pomme
Monterey Jack Jalapeno,Petit lait ultra-frappé à la fraise
Moose Mug,Petit lait ultra-frappé à la vanille
Moose Stainless Cup,Petit lait ultra-frappé au chocolat
More Burgers,Petit latte (lait 2%)
More Chicken,Petit latte (lait d'amande)
More Snacks,Petit latte à la caramel (lait 2%)
More Snacks & Sides,Petit latte à la crème brûlée (lait 2%)
Mozzarella Cheese,Petit latte à la vanille française (lait 2%)
Muffin & Coffee Pairing,Petit Latte à la vanille française (lait 2%)
Mustard,Petit Latte à la vanille française (lait d'amande)
Nacho Cheese Sauce,Petit latte à thé chai cardamome (lait 2%)
Nanaimo Crumbs,Petit latte à thé chai cardamome (lait écrémé)
Napkins,Petit latte à thé London fog (lait 2%)
Natural Cheddar,Petit latte au caramel (lait 2%)
NB Softserve,Petit latte au caramel salé (lait 2%)
NESTEA Iced Tea,Petit latte au thé matcha (lait 2%)
New McCafé Cold Drinks,Petit latte avec sirop sans sucre (lait 2%)
NHL Sticks,Petit latte avec sirop sans sucre (lait aux amandes)
No Accessories,Petit latte avec sirop sans sucre (lait d'amande)
No Aioli Sauce,Petit latte caramel (lait d'amande)
No bag,Petit latte citrouille (lait 2%)
No Bag,Petit latte glacé (lait 2%)
No Cold Lid,Petit Latte glacé (lait amande)
No Ice,Petit latte glacé au matcha (lait 2%)
No Jam,Petit latte glacé matcha (lait amande)
No Ketchup Packets,Petit menthe poivrée
No Meat,Petit Moka (lait 2%)
No Salad Dressing,Petit Moka glacé
No Sauce,Petit pain
No Straw,Petit pain aux graines de sésa
No Tartar Dip,Petit pain aux graines de sésame blanches et noires
No Toy,Petit pain aux graines de sésame et de pavot
No Utensils,Petit pain aux graines de sésame scarifié
No Whipped Cream,Petit pain aux pommes de terre
Not This Time,Petit pain campagnard
Nugget Sauce,Petit pain graines de sésame
Oat Beverage,Petit Racinette Barq's
Oat Iced Coffee,Petit smoothie fraises-banane
On The Side,Petit smoothie grenade-bleuets
Onion Crisps,Petit smoothie mangue-ananas
Onions,Petit Sprite
OR - Food,Petit thé à la menthe poivrée
OR - Fundraising,Petit thé à la menthe poivrée aînés
OR - Grease,Petit thé bergamia gris
OR - McHappy Day,Petit thé chai éclat
OR - Miscellaneous,Petit thé Earl Grey
OR - Orange,Petit thé earl grey aînés
OR - Paper,Petit Thé glacé Fuze
OR - Pay for Play,Petit thé menthe poivrée aînés
OR - Remit Credit Sales,Petit thé orange pekoe
OR - US Exchange,Petit thé Orange Pekoe
OR - Vending (ONT),Petit thé orange pekoe aînés
OR - Vending (QC),Petit thé rugissement noir
OR - Vending MDSE,Petit thé vert
Orange Cream Syrup,Petit thé vert à la citronnelle
Orange Dream,Petit thé vert aînés
Orange Juice,Petites salades/Wraps
Orange Pekoe Tea,Pichet de lait d'amande
Orange Vitamin Water,Placeholder 1
Order Complete,Placeholder 2
Oreo McFlurry,Placeholder 3
Oreo Pieces,Placeholder 4
Original Hummus,Placeholder 5
Ornaments Holiday Mug,Placeholder 6
Ornaments Mug,Placeholder 7
Other Cold Drinks,Placeholder 8
Other Condiments,Placeholder 9
Other Drinks,Plateu boisson
Other Hot Drinks,Poisson
Other Receipts,Poitrine de poulet croustillan
Overnight Menu,Poitrine de poulet croustillant
Own Cup,Poitrine de poulet grillé
Own Cup Bergamia Grey Tea,Poitrine poul/croust.
Own Cup Decaf Coffee,Poitrine poulet croust
Own Cup Earl Grey Tea,Poitrine poulet grillé
Own Cup Green Tea,Poivre
Own Cup New Orange Pekoe Tea,Poivrons rouges
Own Cup Orange Pekoe Tea,Pomme
Own Cup Peppermint Tea,Pommes
Own Cup Premium Roast Brewed Coffee,Port poul gr
Own Cup Senior Earl Grey Tea,Porte-clés
Own Cup Senior Green Tea,Portez pour un Trio
Own Cup Senior Orange Pekoe Tea,Portion de poulet
Own Cup Senior Peppermint Tea,Portion de poulet à Poulet Big
Pad Thai Salad,Portion de poulet à Poulet Big Mac
Pairing with Soup,Poul Cantons jardin ***
Parmesan Cheese,Poulet
Party Charge,Poulet Big Mac
Peach Mango Syrup,Poulet et Filet de poisson
Peanut Butter,Poulet et poisson
Peanut butter with knife,Poulet grillé
Pepper Packet,Poulet grillé avec sauce origi
Peppermint Tea,Poulet grillé avec sauce originale Frank's RedHot
Pick Your Own 2 McPops,Poulet grillé bacon/sauce orig
Pick Your Own 6 Baked Muffins,Poulet grillé bacon/sauce originale Frank's RedHot
Pick Your Own 6 McPops,Poulet jr
Pick Your Own 6 Muffins,Poulet McCrêpes
Pickles,Poulet McMuffin
Pie,Poulet McMuffin sauce à l’ail
Pine Branch Mug,Poulet McMuffin sauce à l’ail style Frank’s
Pitcher Almond Milk,Poulet Salade
Placeholder 1,Pourboire du livreur
Placeholder 2,Poutine
Placeholder 3,Poutine au Buffalo épicé crous
Placeholder 4,Poutine au Buffalo grillé
Placeholder 5,Poutine au poulet Buffalo épicé croust
Placeholder 6,"Poutine au poulet Buffalo épicé croust, format classique"
Placeholder 7,"Poutine au poulet Buffalo épicé croust, grand format"
Placeholder 8,Poutine au poulet Buffalo épicé grillé
Placeholder 9,"Poutine au poulet Buffalo épicé grillé, format classique"
Plain,"Poutine au poulet Buffalo épicé grillé, grand format"
Plain Bacon 'N Egg Bagel,Poutine au poulet Buffalo grillé
Plain Bacon 'N Egg Bagel Extra Value Meal,Poutine déjeuner
Plain Bacon & Guacamole Bagel,"Poutine déjeuner, grand format"
Plain Bacon & Guacamole Bagel Meal,"Poutine épicé croust, grand"
Plain Bagel,Poutine et boisson de fontaine
Plain Bagel Happy Meal,"Poutine et boisson de fontaine, format moyen"
Plain Bagel Reg CC Prod,Poutine nacho avec poulet croustillant
Plain Bagel w/ Reg CC Product,"Poutine nacho avec poulet croustillant, format classique"
Plain Bagel w/ Reg Cream Cheese McValue Meal,Poutine nacho avec poulet grillé
Plain Bagel w/ Regular Cream Cheese Product,"Poutine nacho avec poulet grillé, format classique"
Plain Bagel with Regular Cream Cheese product,"Poutine, grand format"
Plain Bagel with Regular Cream Cheese Product,Quart BLT
Plain Bagl w/ Spreads,Quart de livre
Plain Bagl w/ Spreads ***,Quart de livre avec fromage
Plain Bgl w/ Sprd VM ***,Quart de livre BLT
Plain BLT Bagel,Quart de livre sans fromage
Plain BLT Bagel Extra Value Meal,Quart fromage
Plain Egg BLT Bagel,Quart hamburger (sans fromage)
Plain Egg BLT Bagel Extra Value Meal,Quart livre (sans fromage)
Plain Sausage 'N Egg Bagel,Quarter livre avec fromage
Plain Sausage 'N Egg Bagel Extra Value Meal,Racinette Barq's
Plastic Tumbler McCafe,Raisins et canneberges
Playplace Socks,Ranch classique
Pln Bgl w/Sprd VM ***,Réchauffé
Potato Bun,Regular Pour
Poutine,Régulière
Poutine and Medium Fountain Dr,Remp laitue
Poutine and Medium Fountain Drink,Remp oig rec
Poutine Upcharge,Remp oig rou
Premium Decaf Coffee Carafe,Remplacer boisson à l’avoine
Premium Roast Brewed Coffee,Remplacer par boisson à l’avoine
Premium Roast Brewed Senior's Coffee,Remplacer par boisson d'amande
Premium Roast Coffee,Remplacer par lait
Premium Roast Coffee Carafe,Remplacer par le petit pain à ordinaire
Premium Roast Coffee Carafe (Serves 12),Remplacer par pain à ordinaire
Premium Roast Decaf Coffee,Remplacer par sauce chili doux
Premium Roast Decaf Coffee Carafe (Serves 12),Remplacer par sauce épicée ave
Premium Roast Senior's Coffee,Remplacer par sauce épicée avec habanero
Premium Roast Senior's Decaf Coffee,Remplacer par sauce Lime coria
Premium Sandwich,Remplacer par sauce Lime coriandre
PST EVM Drink Credit,Remplacer par sauce mayonnaise
PST HM Drink Credit,Remplir
Pumpkin Seeds Packet,Renouvellem
Pumpkin Spice Latte (2% Milk),Répartis Sur
