en-CA,fr-CA
Lettuce & Tomato Snack Wrap,M Latte Sirop R ***
Li’l Donuts,M Latte ss ***
Lightly Toasted,M Latte vanille ss ***
Like a Mac,M LF à la fraise ML
Liquid Sugar,M LF à la vanille ML
Local Coupon,M LF au chocolat ML
London Fog Tea Latte (2% Milk),M LF chocolat
London Fog Tea Latte (Almond Milk),M LF fraise
Long Espresso,M LF vanille
LOVE CANADA TUMBLER,M Moka ***
Love Mug,M Moka menthe ***
Lrg Americano,M Smo bleuet
Lrg Apple Juice,M Smo mangue
Lrg Barq's Root Beer,M Smooth bleuet ML
Lrg Bergamia Grey Tea,M Smooth mangue ML
Lrg Blackberry Passionfruit Refresher,M Thé Earl Grey
Lrg Blueberry Pomegranate Real Fruit Smoothie,M Thé pekoe
Lrg Cappuccino (2% Milk),M Thé vert
Lrg Cappuccino (Almond Milk),Macpoulet
Lrg Caramel Cream Cold Brew,MacPoulet
Lrg Caramel Iced Coffee,MacPoulet épicé avec habanero
Lrg Caramel Latte (2% Milk),MacPoulet et Côte
Lrg Caramel Latte (Almond milk),Make it a Meal
Lrg Caramel Latte (Almond Milk),Margarine
Lrg Chai Cardamom Tea Latte (2% Milk),Margarine avec couteau
Lrg Chai Cardamom Tea Latte (Almond Milk),Masques
Lrg Chai Glow Tea,McCafe
Lrg Chocolate Hazelnut Iced Latte (2% Milk),McCafé Latte
Lrg Chocolate Hazelnut Latte (2% Milk),McCôte
Lrg Chocolate Triple Thick Milkshake,McCrêpes
Lrg Coca-Cola,McCrêpes  avec œuf et fromage
Lrg Coffee,McCrêpes avec œuf et fromage
Lrg Coffee Frappé,McCrêpes avec œuf et fromage
Lrg Coffee Frappé w/ Whipped Cream & Choc Drizzle,McCrêpes Suprême
Lrg Coffee Refill,McCroquettes
Lrg Coke Zero,McCroustillant
Lrg Cold Brew,McCroustillant avec sauce orig
Lrg Cold Brew with Sugar-Free Syrup & Cream,McCroustillant avec sauce originale Frank's RedHot
Lrg Creamy Strawberry Coke,McCroustillant de luxe avec ba
Lrg Decaf Coffee,McCroustillant de luxe avec bacon
Lrg Decaf Coffee Refill,McCroustillant de luxe avec bacon épicé
Lrg Diet Coke,McCroustillant de luxe bac sce
Lrg Earl Grey Tea,McCroustillant de luxe bac sce orig Frank's RedHot
Lrg French Vanilla Cream Cold Brew,McCroustillant épicé
Lrg French Vanilla Latte  (2% Milk),McCroustillant épicé
Lrg French Vanilla Latte (Almond milk),McCroustillant épicé de luxe avec bacon
Lrg French Vanilla Latte (Almond Milk),McCroustillant épicé dlx baco
Lrg Fries,McDo BLT
Lrg Fruitopia Orange,McDouble
Lrg Fruitopia Strawberry,McÉpicé
Lrg Fuze Iced Tea,McFlurry
Lrg Green Tea,McFlurry au Cadbury Creme Egg
Lrg Hot Chocolate (2% Milk),"McFlurry au Cadbury Creme Egg, format classique"
Lrg Hot Chocolate (Almond Milk),"McFlurry au Cadbury Creme Egg, format collation"
Lrg Iced Coffee,McFlurry caramel salé
Lrg Iced Coffee with sugar free syrup,"McFlurry caramel salé, format classique"
Lrg Iced Latte (2% Milk),"McFlurry caramel salé, format collation"
Lrg Iced Latte (Almond Milk),McFlurry Oreo
Lrg Iced Matcha Tea Latte (2% Milk),McFlurry Skor
Lrg Iced Matcha Tea Latte (Almond Milk),McFlurry Smarties
Lrg Iced Mocha (2% Milk),McMuffin avec œuf et fromage
Lrg Iced Mocha (Almond Milk),McMuffin BLT avec oeuf
Lrg Latte  (2% Milk),"McMuffin et P café X,XX$"
Lrg Latte (Almond milk),McMuffin et petit café
Lrg Latte (Almond Milk),McMuffin Saja épicé
Lrg Latte with sugar free syrup (2% Milk),McMuffin Suprême
Lrg Latte with sugar free syrup (Almond Milk),McPops
Lrg Lemon Fruit Splash,McPops au chocolat blanc
Lrg Lemongrass Green Tea,McPops aux baies
Lrg London Fog Tea Latte (2% Milk),McVégé
Lrg London Fog Tea Latte (Almond Milk),McVégé avec Frank’s RedHot
Lrg Mango Pineapple Real Fruit Smoothie,McVégé avec sauce originale Frank’s RedHot
Lrg Mango Pineapple Refresher,McVégé de luxe
Lrg Matcha Tea Latte (2% Milk),McVégé épicé
Lrg Matcha Tea Latte (Almond Milk),McVégé épicé de luxe
Lrg McCafé Mocha (2% Milk),McVégé et wraps
Lrg Mocha (2% Milk),McVeggie
Lrg Nite Sprite,McWrap bacon et poulet grillé
Lrg Oat Iced Coffee,McWrap bacon poulet grillé
Lrg Orange Dream,McWrap cajun et poulet grillé
Lrg Orange Juice,McWrap cajun poulet grillé
Lrg Orange Pekoe Tea,McWrap césar et poulet grillé
Lrg Peppermint Tea,McWrap césar poulet grillé
Lrg Premium Roast Coffee,McWrap Chili doux
Lrg Premium Roast Decaf Coffee,McWrap Chili doux
Lrg Roaring Black Tea,McWrap Chili doux avec poulet croustillant
Lrg Salted Caramel Iced Coffee,McWrap Chili doux avec poulet grillé
Lrg Salted Caramel Latte (2% Milk),McWrap chipotle crémeuse
Lrg Salted Caramel Latte (Almond Milk),McWrap Lime vivifiante
Lrg Senior Orange Pekoe Tea,McWrap poulet croustillant et sauce chipotle crémeuse
Lrg Senior Peppermint Tea,McWrap Poulet et bacon
Lrg Senior's Coffee,McWrap Poulet et bacon avec poulet croustillant
Lrg Shamrock Shake,McWrap Poulet et bacon avec poulet grillé
Lrg Sprite,McWrap poulet grillé et sauce chipotle crémeuse
Lrg Sprite Berry Bliss,McWrap sauce Ranch à l’avocat
Lrg Strawberry Banana Smoothie,McWrap sauce Ranch à l’avocat crémeuse
Lrg Strawberry Triple Thick Milkshake,McWrap sauce Ranch à l’avocat crémeuse avec poulet croustill
Lrg Strawberry Watermelon Refresher,McWrap sauce ranch cajun
Lrg Sweetened Cold Brew with Cream,McWrap sauce ranch cajun
Lrg Sweetened Cold Brew with Oat Beverage,McWrap Signature bacon et poulet grillé
Lrg Vanilla Chai Frappé,McWrap Signature cajun et poulet grillé
Lrg Vanilla Iced Coffee,McWrap Signature césar et poulet grillé
Lrg Vanilla Triple Thick Milkshake,Medium Cup
Lrg Watermelon Lime Fruit Splash,Medium Moka (lait 2%)
LTO Sauce 1,Mélange aux légumes
LTO Sauce 2,Mélange Burritos
Lunch & Dinner Menu,Mélange de fruits
Lunch Side,Menthe poivrée
M  Hot Choc ***,Menthe poivrée aînés
M Apple Juice,Menu de nuit
M Blackberry Passionfruit Refresher,Menu du déjeuner
M Cap ***,Menu du dîner/souper
M Cap Syrup ***,Menu Frank's RedHot
M Cappuccino ***,Menu McValeur
M Cappuccino Syrup ***,Miel
M Caramel Choc Latte ***,Mini
M Caramel Choc Mocha ***,Mini Potato Hash Browns
M Caramel Latte ***,Mini-cornet à la vanille
M Chai Latte ***,MiW Hasbro
M Choc Chip Lat ***,MiW Softserve
M Hot Choc  ***,Moitié boisson à l'avoine
M Hot Choc ***,Moitié sirop
M Hot Choc Mint ***,Moka
M Hot Chocolate ***,Moka  (lait 2%)
M Hot Water,Moka (lait 2%)
M Hot Wht Choc ***,Moka (lait aux amandes)
M Ice Latte ***,Moka glacé
M Iced Matcha Latte ***,"Moka, format moyen (lait aux amandes)"
M Lat Caramel ***,"Moka, grand format (lait aux amandes)"
M Lat Chc Chp ***,"Moka, petit format (lait aux amandes)"
M Lat Cml Choc ***,Monterey Jack
M Lat M. Caramel ***,Morc de chocolat
M Lat M. Caramel***,Morceaux Nanaimo
M Lat M. Crml ***,Morceaux Reese's
M Lat Pump ***,Morceaux Smarties
M Lat Pumpkin Crml ***,Mousse
M Lat SF ***,Moutarde
M Lat Syrup ***,Moutarde à l’érable
M Latte ***,Moutarde de dijon crémeuse
M Latte Cml Choc ***,Moyen
M Latte Pumpkin ***,Moyen americano
M Latte Syrup ***,Moyen café
M Lndn Fog Latte ***,Moyen Café frappé
M Matcha Latte ***,Moyen café glacé
M Matcha Tea Latte ***,Moyen café glacé à la vanille
M Mint Latte ***,Moyen café glacé au caramel
M Mint Latte L ***,Moyen café glacé au caramel salé
M Mint Latte R ***,Moyen café glacé avec boisson à l'avoine
M Mint Latte R***,Moyen café glacé avec sirop sans sucre
M Mocha ***,Moyen Café glacé avec sirop sans sucre
M Mocha Cml Choc ***,Moyen café infusé
M Mocha Mint ***,Moyen café infusé à froid
M Mocha White Choc ***,Moyen café infusé à froid avec sirop sans sucre et crème
M Orange Juice,Moyen café infusé à froid caramel et crème
M Slt Caramel Latte ***,Moyen café infusé à froid sucré avec crème
M Sltd Crml Latte***,Moyen café infusé à froid sucré/avoine
M Sugar Free Latte ***,Moyen café infusé à froid vanille française et crème
M Van Latte ***,Moyen café infusé aînés
M Water,Moyen café infusé décaféiné
Make it a meal,Moyen café infusé décaféiné aînés
Make it a Meal,Moyen café infusé décaféiné Remplir nouveau
Make It a Meal,Moyen café infusé Remplir nouveau
Mango Pineapple Real Fruit Smoothie,Moyen cappuccino (lait 2%)
Mango Pineapple Refresher,Moyen cappuccino (lait d'amande)
Mango Pineapple Smoothie,Moyen Chai frappé à la vanille
Mango Pineapple Syrup,Moyen Chocolat chaud  (lait 2%)
Mango Smoothie,Moyen Coca-Cola
Map Mug,Moyen Coca-Cola Zero
Maple & Cheddar Chkn ***,Moyen Coke
Maple & Cheddar Chkn EVM ***,Moyen Coke Diète
Maple Leaf Cup,Moyen frites
Maple Leaf Tumblr,Moyen Frites
Maple Mustard Sauce,Moyen Fruitopia fraises
Maple Syrup,Moyen Fruitopia orange
Margarine,Moyen jus d'orange
Margarine with knife,Moyen jus de pomme
Mask,Moyen lait ultra-frappé à la fraise
Matcha Tea Latte (2% Milk),Moyen lait ultra-frappé à la vanille
Matcha Tea Latte (Almond Milk),Moyen lait ultra-frappé au chocolat
Mayo Chicken Snack Wrap with Grilled Chicken,Moyen latte (lait 2%)
Mayo Grilled Snack Wrap,Moyen latte (lait d'amande)
Mayo Snack Wrap with Grilled Chicken,Moyen latte à la vanille française (lait 2%)
Mayo-Style Sauce,Moyen Latte à la vanille française (lait 2%)
Mayo-Style Sauce Packet,Moyen Latte à la vanille française (lait d'amande)
MCafe Upchrg,Moyen latte à thé London fog (lait sans lactose)
McCafé Chocolate Syrup,Moyen latte au caramel salé (lait 2%)
McCafé Coupon,Moyen latte au thé matcha (lait 2%)
McCafé Especialty,Moyen latte avec sirop sans sucre (lait 2%)
McCafé Hot Beverage,Moyen latte avec sirop sans sucre (lait aux amandes)
McCafé Hot Espresso,Moyen latte avec sirop sans sucre (lait d'amande)
McCafé Hot Speciality,Moyen latte caramel (lait 2%)
McCafé Latte,Moyen latte caramel (lait d'amande)
McCafé Mocha (2% Milk),Moyen latte glacé (lait 2%)
McCafe Mug,Moyen Latte glacé (lait amande)
McCafe Upcharge,Moyen latte glacé au matcha (lait 2%)
McChicken,Moyen latte glacé matcha (lait amande)
McChicken & Side Deal,Moyen menthe poivrée
McChicken Extra Value Meal,Moyen Moka (lait 2%)
McCrispy,Moyen moka glacé
McCrispy Extra Value Meal,Moyen Racinette Barq's
McDouble,Moyen smoothie fraises-banane
McDouble (DLM),Moyen smoothie grenade-bleuets
McDouble (like Mac),Moyen smoothie mangue-ananas
McDouble McValue Meal,Moyen Splash fraîcheur au citron
McDouble Meal Deal,Moyen Splash fraîcheur au melon d’eau et à la lime
McFlurry,Moyen Splash fraîcheur fraise-melon d'eau
McFlurry Toppings,Moyen Splash fraîcheur mangue-ananas
McGriddle,Moyen Splash fraîcheur mûre-fruit de la passion
McGriddles,Moyen Sprite
McGriddles Sandwiches,Moyen Sprite nocturne
McMuffin & S Coffee offer,Moyen thé à la menthe poivrée
McMuffin & S Coffee Offer,Moyen thé à la menthe poivrée aînés
McMuffin Sandwich,Moyen thé bergamia gris
McMuffin Sandwiches,Moyen thé chai éclat
McNugget Sauces,Moyen thé Earl Grey
McNuggets,Moyen thé earl grey aînés
McPops,Moyen Thé glacé Fuze
McRib,Moyen thé menthe poivrée aînés
McSpicy,Moyen thé orange pekoe
McValue Meals,Moyen thé Orange Pekoe
McValue Menu,Moyen thé orange pekoe aînés
McVeggie,Moyen thé rugissement noir
McVeggie & Wraps,Moyen thé vert
McVeggie Deluxe,Moyen thé vert à la citronnelle
McVeggie Deluxe Extra Value Meal,Moyen thé vert aînés
McVeggie Extra Value Meal,MoyenChocolat chaud  (lait 2%)
McWrap,Muesli
McWrap Bacon ***,Muffin anglais
McWrap Chili ***,Muffin anglais avec beurre
McWrp Bacon ***,Muffin aux pépites de chocolat
McWrp Chili ***,Muffin aux pépites de chocolat
McWRP SRSLY BACON***,Muffin bleuets
Meal Deal,Muffin Brownie au Chocolat
Meal with a side,Muffin canneberges et orange
Meat Patty,Muffin carottes
Med Americano,Muffin fruits et fibres
Med Americano Coffee,Muffins
Med Apple Juice,Muffins cuits au four
Med Barq's Root Beer,Nature
Med Bergamia Grey Tea,NB Softserve
Med Blackberry Passionfruit Refresher,Noir
Med Blueberry Pomegranate Real Fruit Smoothie,Oe bac crêp rôt bla
Med Blueberry Pomegranate Smoothie,Oe bac crêp rôt blé
Med Cappuccino (2% Milk),Oeuf frit
Med Cappuccino (Almond Milk),Œuf frit
Med Caramel Cream Cold Brew,Oeuf McMuf PHB
Med Caramel Iced Coffee,Oeuf McMuffin
Med Caramel Latte (2% Milk),Œuf McMuffin
Med Caramel Latte (Almond milk),Oeuf McMuffin avec bacon et Patates hachées brunes duo
Med Caramel Latte (Almond Milk),Oeuf McMuffin avec saucisse et Patates hachées brunes duo
Med CaramelLatte (2% Milk),Oeuf McMuffin BLT
Med Chai Cardamom Tea Latte (2% Milk),Oeuf McMuffin et Patates hachées brunes duo
Med Chai Cardamom Tea Latte (Almond Milk),Oeuf McMuffin et PHB
Med Chai Glow Tea,Oeuf McMuffin et phb duo
Med Chocolate Hazelnut Iced Latte (2% Milk),Oeuf McMuffin sauc et phb duo
Med Chocolate Hazelnut Latte (2% Milk),Œuf McMuffin sauce à l’ail sty
Med Chocolate Triple Thick Milkshake,Œuf McMuffin sauce à l’ail style Frank’s
Med Coca-Cola,Œuf rond
Med Coffee,Offre 1 trio
Med Coffee Frappé,Offre 2 trios
Med Coffee Frappé w/ Whipped Cream & Choc Drizzle,Offre de 2 sandwichs Oeuf McMu
Med Coffee Refill,Offre de 2 sandwichs Oeuf McMuffin
Med Coke Zero,Offre de 3 H-Fromage ou hambur
Med Cold Brew,Offre de 3 H-Fromage ou hamburgers
Med Cold Brew with Sugar-Free Syrup & Cream,Oign grillé lamelle
Med Creamy Strawberry Coke,Oignons
Med Decaf Coffee,Oignons caramélisés
Med Decaf Coffee Refill,Oignons croustillants
Med Diet Coke,Oignons verts
Med Earl Grey Tea,OMRM Livre de Coupons
Med French Vanilla Cream Cold Brew,Optez pour un trio
Med French Vanilla Latte (2% Milk),Optez pour un Trio
Med French Vanilla Latte (Almond milk),Optez pour unTrio
Med French Vanilla Latte (Almond Milk),Ordinaire
Med Fries,Oreo
Med Fruitopia Orange,P Café décaf infusé
Med Fruitopia Strawberry,P Café frappé + crème fouettée + coulis au choc.
Med Fuze Iced Tea,P Capp sirop ***
Med Green Tea,P Cappuccino ***
Med Hot Chocolate (2% Milk),P Cappuccino Sirop ***
Med Hot Chocolate (Almond Milk),P Cappuccino Sirop R ***
Med Iced Coffee,P Chai frappé van. + cr. fouettée + coulis au choc.
Med Iced Coffee with sugar free syrup,P Choc ch ment ***
Med Iced Latte (2% Milk),P chocolat chaud ***
Med Iced Latte (Almond Milk),P Coke
Med Iced Matcha Tea Latte (2% Milk),P Déca infusé
Med Iced Matcha Tea Latte (Almond Milk),P Eau chaude
Med Iced Mocha (2% Milk),P Eau froide
Med Iced Mocha (almond milk),P Frites
Med Latte (2% Milk),P Jus d'orange
Med Latte (Almond milk),P Jus de pomme
Med Latte (Almond Milk),P Lat cml salé ***
Med Latte with sugar free syrup (2% Milk),P Lat M. Car ***
Med Latte with sugar free syrup (Almond Milk),P Lat M. Crml ***
Med Lemon Fruit Splash,P Lat pép choc ***
Med Lemongrass Green Tea,P Latte
Med London Fog Tea Latte (2% Milk),P Latte ***
Med London Fog Tea Latte (Almond Milk),P Latte au caramel ***
Med Mango Pineapple Real Fruit Smoothie,P Latte au chocolat et à la noisette (lait 2 %)
Med Mango Pineapple Refresher,P Latte glacé ***
Med Mango Smoothie,P Latte glacé au chocolat et à la noisette (lait 2 %)
Med Matcha Tea Latte (2% Milk),P Latte glacé R ***
Med Matcha Tea Latte (Almond Milk),P Latte M. Caramel ***
Med McCafé Mocha (2% Milk),P Latte menthe ***
Med Mocha (2% Milk),P Latte pép choc ***
Med Mocha (Almond Milk),P Latte sirop ***
Med Mocha(2% Milk),P Latte Sirop ***
Med Nite Sprite,P Latte SS
Med Oat Iced Coffee,P Latte ss ***
Med Orange Dream,P LF à la fraise ML
Med Orange Juice,P LF à la vanille ML
Med Orange Pekoe Tea,P LF au chocolat ML
Med Peppermint Tea,P LF chocolat
Med Premium Roast Coffee,P LF fraise
Med Premium Roast Decaf Coffee,P LF vanille
Med Roaring Black Tea,P Moka ***
Med Salted Caramel Iced Coffee,P Moka glacé ***
Med Salted Caramel Latte (2% Milk),P Moka menthe ***
Med Salted Caramel Latte (Almond Milk),P Mokaccino
Med Senior Orange Pekoe Tea,P Thé Earl Grey
Med Senior Peppermint Tea,P Thé pekoe
Med Shamrock Shake,P Thé vert
Med Sprite,P’tits beignes
Med Sprite Berry Bliss,Paille
Med Strawberry Banana Smoothie,Paille flexible
Med Strawberry Triple Thick Milkshake,Pailles
Med Strawberry Watermelon Refresher,Pains-crêpes
Med Sweetened Cold Brew with Cream,Panier café moulu
Med Sweetened Cold Brew with Oat Beverage,Paquet de cartes K-pop
Med Vanilla Chai Frappé,Paquet de cartes Les guerrière
Med Vanilla Iced Coffee,Paquet de cartes Les guerrières de la K-pop
Med Vanilla Triple Thick Milkshake,Parmesan râpé
Med Watermelon Lime Fruit Splash,Pas de sac
Mediterranean Feta Sauce,Pas maintenant
Medium,Pat hach brunes
Medium Cappuccino (Almond Milk),Patates hach brunes
Medium Chocolate Shake,Patates hachées brunes
Medium Clear Cup,Patates hachées brunes et café
Medium Coffee,Pâté de boeuf
Medium Coke,Pâté de bœuf
Medium Cup,Pâté de saucisse
Medium Cup FS,Pâté poulet gril
Medium Decaf Coffee,Pâté Végé
Medium Earl Grey,Pâtisseries
Medium French Fries,Pâtisseries et desserts
Medium French Vanilla Latte (2% milk),Petit
Medium Fries,Petit americano
medium fry,Petit café frappé
Medium Green Tea,Petit Café frappé
Medium Orange Pekoe Tea,Petit café glacé
Medium Peppermint Tea,Petit café glacé à la vanille
Medium Senior's Coffee,Petit café glacé au caramel
Medium Senior's Decaf Coffee,Petit café glacé au caramel salé
Medium Senior's Earl Grey Tea,Petit café glacé avec boisson à l'avoine
Medium Senior's Green Tea,Petit café glacé avec sirop sans sucre
Medium Senior's Orange Pekoe Tea,Petit Café glacé avec sirop sans sucre
Medium Senior's Peppermint Tea,Petit café infusé
Medium Soft Drinks,Petit Café infusé
Medium Strawberry Shake,Petit café infusé à froid
Medium Vanilla Shake,Petit café infusé à froid avec sirop sans sucre et crème
MediumSoft Drinks,Petit café infusé à froid caramel et crème
Melon Trio,Petit café infusé à froid sucré avec crème
Mgrn Bgl w/ Sprd VM ***,Petit café infusé à froid sucré/avoine
Mgrn Bgl w/Sprd VM ***,Petit café infusé à froid vanille française et crème
Mighty McGriddles,Petit café infusé aînés
Mighty McGriddles Extra Value Meal,Petit café infusé décaféiné
Mighty McMuffin,Petit café infusé décaféiné aînés
Mighty McMuffin Extra Value Meal,Petit café infusé décaféiné Remplir nouveau
Milk,Petit café infusé Remplir nouveau
Milk 250mL,Petit cappuccino (lait 2%)
Milk Bottle,Petit Cappuccino (lait d'amande)
Milk Deposit,Petit Chai frappé à la vanille
Milk Packet,Petit chocolat chaud
Milk Type,Petit Chocolat chaud (lait 2%)
Milkshakes,Petit Coca-Cola
Mini,Petit Coca-Cola Zero
Mini Baguette Bun,Petit Coke
Mini Fries,Petit Coke Diète
Mini Potato Hash Browns,Petit Fries
MiW Hasbro,Petit Frites
MiW Softserve,Petit Fruitopia fraises
Mixed Greens,Petit Fruitopia orange
Mocha,Petit glacée moka
Mocha (2% Milk),Petit glacée moka (lait d'amande)
Mocha (Almond Milk),Petit jus d'orange
Monterey Jack Jalapeno,Petit jus de pomme
Moose Mug,Petit lait ultra-frappé à la fraise
Moose Stainless Cup,Petit lait ultra-frappé à la vanille
More Burgers,Petit lait ultra-frappé au chocolat
More Chicken,Petit latte (lait 2%)
More Snacks,Petit latte (lait d'amande)
More Snacks & Sides,Petit latte à la caramel (lait 2%)
Mozzarella Cheese,Petit latte à la crème brûlée (lait 2%)
Muffin & Coffee Pairing,Petit latte à la vanille française (lait 2%)
Mustard,Petit Latte à la vanille française (lait 2%)
Nacho Cheese Sauce,Petit Latte à la vanille française (lait d'amande)
Nanaimo Crumbs,Petit latte à thé chai cardamome (lait 2%)
Napkins,Petit latte à thé chai cardamome (lait écrémé)
Natural Cheddar,Petit latte à thé London fog (lait 2%)
NB Softserve,Petit latte au caramel (lait 2%)
NESTEA Iced Tea,Petit latte au caramel salé (lait 2%)
NHL Star Sticks,Petit latte au thé matcha (lait 2%)
NHL Star Sticks Meal,Petit latte avec sirop sans sucre (lait 2%)
Nite Sprite,Petit latte avec sirop sans sucre (lait aux amandes)
No Accessories,Petit latte avec sirop sans sucre (lait d'amande)
No Aioli Sauce,Petit latte caramel (lait d'amande)
No bag,Petit latte citrouille (lait 2%)
No Bag,Petit latte glacé (lait 2%)
No Cold Lid,Petit Latte glacé (lait amande)
No Ice,Petit latte glacé au matcha (lait 2%)
No Jam,Petit latte glacé matcha (lait amande)
No Ketchup Packets,Petit menthe poivrée
No Meat,Petit Moka (lait 2%)
No Salad Dressing,Petit Moka glacé
No Sauce,Petit pain
No Straw,Petit pain aux graines de sésa
No Tartar Dip,Petit pain aux graines de sésame blanches et noires
No Toy,Petit pain aux graines de sésame et de pavot
No Utensils,Petit pain aux graines de sésame scarifié
No Whipped Cream,Petit pain aux pommes de terre
Not This Time,Petit pain campagnard
Nugget Sauce,Petit pain graines de sésame
Oat Beverage,Petit Racinette Barq's
Oat Iced Coffee,Petit smoothie fraises-banane
On The Side,Petit smoothie grenade-bleuets
Onion Crisps,Petit smoothie mangue-ananas
Onions,Petit Splash fraîcheur au citron
OR - Food,Petit Splash fraîcheur au melon d’eau et à la lime
OR - Fundraising,Petit Splash fraîcheur fraise-melon d'eau
OR - Grease,Petit Splash fraîcheur mangue-ananas
OR - McHappy Day,Petit Splash fraîcheur mûre-fruit de la passion
OR - Miscellaneous,Petit Sprite
OR - Orange,Petit Sprite nocturne
OR - Paper,Petit thé à la menthe poivrée
OR - Pay for Play,Petit thé à la menthe poivrée aînés
OR - Remit Credit Sales,Petit thé bergamia gris
OR - US Exchange,Petit thé chai éclat
OR - Vending (ONT),Petit thé Earl Grey
OR - Vending (QC),Petit thé earl grey aînés
OR - Vending MDSE,Petit Thé glacé Fuze
Orange Dream,Petit thé menthe poivrée aînés
Orange Dream Syrup,Petit thé orange pekoe
Orange Juice,Petit thé Orange Pekoe
Orange Pekoe Tea,Petit thé orange pekoe aînés
Orange Vitamin Water,Petit thé rugissement noir
Order Complete,Petit thé vert
Oreo McFlurry,Petit thé vert à la citronnelle
Oreo Pieces,Petit thé vert aînés
Original Hummus,Petites salades
Ornaments Holiday Mug,Petites salades/Wraps
Ornaments Mug,PH
Other Cold Drinks,Pichet de lait d'amande
Other Condiments,Placeholder 1
Other Drinks,Placeholder 2
Other Hot Drinks,Placeholder 3
Other Receipts,Placeholder 4
Overnight Menu,Placeholder 5
Own Cup,Placeholder 6
Own Cup Bergamia Grey Tea,Placeholder 7
Own Cup Decaf Coffee,Placeholder 8
Own Cup Earl Grey Tea,Placeholder 9
Own Cup Green Tea,Placeholder Sub 1
Own Cup New Orange Pekoe Tea,Placeholder Sub 2
Own Cup Orange Pekoe Tea,Placeholder Sub 3
Own Cup Peppermint Tea,Plateu boisson
Own Cup Premium Roast Brewed Coffee,Poisson
Own Cup Senior Earl Grey Tea,Poitrine de poulet croustillan
Own Cup Senior Green Tea,Poitrine de poulet croustillant
Own Cup Senior Orange Pekoe Tea,Poitrine de poulet grillé
Own Cup Senior Peppermint Tea,Poitrine poul/croust.
Pad Thai Salad,Poitrine poulet croust
Pairing with Soup,Poitrine poulet grillé
Parmesan Cheese,Poivre
Party Charge,Poivrons rouges
Peach Mango Syrup,Pomme
Peanut Butter,Pommes
Peanut butter with knife,Port poul gr
Pepper Packet,Porte-clés
Peppermint Tea,Portez pour un Trio
Pick Your Own 2 McPops,Portion de poulet
Pick Your Own 6 Baked Muffins,Portion de poulet à Poulet Big
Pick Your Own 6 McPops,Portion de poulet à Poulet Big Mac
Pick Your Own 6 Muffins,Poul Cantons jardin ***
Pickles,Poulet
Pie,Poulet Big Mac
Pine Branch Mug,Poulet et Filet de poisson
Pitcher Almond Milk,Poulet et poisson
Placeholder 1,Poulet grillé
Placeholder 2,Poulet grillé avec sauce origi
Placeholder 3,Poulet grillé avec sauce originale Frank's RedHot
Placeholder 4,Poulet grillé bacon/sauce orig
Placeholder 5,Poulet grillé bacon/sauce originale Frank's RedHot
Placeholder 6,Poulet jr
Placeholder 7,Poulet McCrêpes
Placeholder 8,Poulet McMuffin
Placeholder 9,Poulet McMuffin sauce à l’ail
Placeholder Sub 1,Poulet McMuffin sauce à l’ail style Frank’s
Placeholder sub 2,Poulet Salade
Placeholder Sub 2,Pourboire du livreur
Placeholder sub 3,Poutine
Placeholder Sub 3,Poutine au Buffalo épicé crous
Plain,Poutine au Buffalo grillé
Plain Bacon 'N Egg Bagel,Poutine au poulet Buffalo épicé croust
Plain Bacon 'N Egg Bagel Extra Value Meal,"Poutine au poulet Buffalo épicé croust, format classique"
Plain Bacon & Guacamole Bagel,"Poutine au poulet Buffalo épicé croust, grand format"
Plain Bacon & Guacamole Bagel Meal,Poutine au poulet Buffalo épicé grillé
Plain Bagel,"Poutine au poulet Buffalo épicé grillé, format classique"
Plain Bagel Happy Meal,"Poutine au poulet Buffalo épicé grillé, grand format"
Plain Bagel Reg CC Prod,Poutine au poulet Buffalo grillé
Plain Bagel w/ Reg CC Product,Poutine déjeuner
Plain Bagel w/ Reg Cream Cheese McValue Meal,"Poutine déjeuner, grand format"
Plain Bagel w/ Regular Cream Cheese Product,"Poutine épicé croust, grand"
Plain Bagel with Regular Cream Cheese product,Poutine et boisson de fontaine
Plain Bagel with Regular Cream Cheese Product,"Poutine et boisson de fontaine, format moyen"
Plain Bagl w/ Spreads,Poutine nacho avec poulet croustillant
Plain Bagl w/ Spreads ***,"Poutine nacho avec poulet croustillant, format classique"
Plain Bgl w/ Sprd VM ***,Poutine nacho avec poulet grillé
Plain BLT Bagel,"Poutine nacho avec poulet grillé, format classique"
Plain BLT Bagel Extra Value Meal,"Poutine, grand format"
Plain Egg BLT Bagel,Quart BLT
Plain Egg BLT Bagel Extra Value Meal,Quart de livre
Plain Sausage 'N Egg Bagel,Quart de livre avec fromage
Plain Sausage 'N Egg Bagel Extra Value Meal,Quart de livre BLT
Plastic Tumbler McCafe,Quart de livre sans fromage
Playplace Socks,Quart fromage
Pln Bgl w/Sprd VM ***,Quart hamburger (sans fromage)
Potato Bun,Quart livre (sans fromage)
Poutine,Quarter livre avec fromage
Poutine and Medium Fountain Dr,Racinette Barq's
Poutine and Medium Fountain Drink,Raisins et canneberges
Poutine Upcharge,Ranch classique
Premium Decaf Coffee Carafe,Réchauffé
Premium Roast Brewed Coffee,Regular Pour
Premium Roast Brewed Senior's Coffee,Régulière
Premium Roast Coffee,Remp laitue
Premium Roast Coffee Carafe,Remp oig rec
Premium Roast Coffee Carafe (Serves 12),Remp oig rou
Premium Roast Decaf Coffee,Remplacer boisson à l’avoine
