en-CA,fr-CA
Cucumber,Double Hamburger avec fromage et bacon
Cut in half,double hamburger fromage
Dasani Water,Double hamburger fromage
Dbl Chsb LT,Double quart BLT
Dbl Dbl,Double quart de livre avec fromage
Dbl Quarter Pounder,Double quart de livre BLT
Dbl Quarter Pounder withCheese,Double quart de livre fromage
Decaf Coffee,Double quart de livre sans fro
Delivery,Double quart de livre sans fromage
Delivery Fee,Double Quart Fromage
Description,Double Quart Hamburger (sans fromage)
Dessert,Double Quart livre (sans fromage)
Diced Apples,Duo
Diet Coke,Duo 2 biscuits
Diet Coke Syrup,duo avec Café
Distance Fee,Duo Bagel Crm Chs avec Café
Double Bacon 'N Crispy Onion,Duo café et pâtisserie
Double Bacon 'N Crispy Onion Quarter Pounder,Duo chausson aux pommes
Double Big Mac,Duo chausson aux pommes et McCafé
Double Big Mac Extra Value Meal,Duo chausson aux pommes McCafé
Double Cheeseburger,Duo muffin anglais
Double Cheeseburger Extra Value Meal,Duo muffin anglais et boisson chaude
Double Chsb LT,Duo muffin et café
Double Double,"Duo patates hachées brunes et café, format moyen"
Double Espresso,Duo rôties blanc
Double Filet-O-Fish,Duo rôties blanc et boisson chaude
Double Filet-O-Fish Extra Value Meal,Duo rôties blé entier
Double Hamburger,Duo rôties blé entier et 2 œufs frits
Double Hamburger Extra Value Meal,Duo rôties blé entier et boisson chaude
Double Quarter Pounder,E Coke
Double Quarter Pounder BLT,E Eau froide
Double Quarter Pounder BLT Extra Value Meal,E LF à la fraise ML
Double Quarter Pounder Cheese,E LF au chocolat ML
Double Quarter Pounder Extra Value Meal,E LF au vanille ML
Double Quarter Pounder with Cheese,E LF chocolat
Double Quarter Pounder With Cheese,E LF fraise
Double Quarter Pounder with Cheese Extra Value Meal,E LF vanille
Double Quarter Pounder without Cheese,Eau DASANI
Double Quarter Pounder without Cheese Extra Value Meal,EC Capp sirop ***
Double Toasted,ÉC Cappuccino ***
Drink,EC Choc ch ment ***
Drink tray,ÉC Lat M. Car
Driver Regulatory Fee,EC Latte
Earl Grey Tea,ÉC Latte ***
Earlybird Mug,ÉC Latte M. Caramel
Edamame,EC Latte sirop ***
Egg ‘N Cheese McGriddles,ÉC Latte ss ***
Egg ‘N Cheese McGriddles Extra Value Meal,ÉC Moka ***
Egg ‘N Cheese McMuffin,EC Moka menthe ***
Egg ‘N Cheese McMuffin Extra Value Meal,Échantillon
Egg BLT Bagel ***,Échantillon latte caramel (lait 2%)
Egg BLT Bagl VM,Edamame
Egg BLT McMuffin,Enfant
Egg BLT McMuffin Extra Value Meal,Enfant Coca-Cola
Egg LT Bagl VM,Enfant Coca-Cola Zero
Egg LT Croissant Sandwich,Enfant Coke
Egg McMuffin,Enfant Coke Diète
Egg McMuffin & Hash Brown Deal,Enfant Fruitopia fraises
Egg McMuffin Extra Value Meal,Enfant Fruitopia orange
Egg White Only,Enfant Racinette Barq's
English Muffin,Enfant Sprite
English Muffin Special,Enfant Thé glacé Fuze
Entrée Salad,Enfant Thé glacé FUZE
Espresso,Enfant Thé glacé NESTEA
Everything Bacon 'N Egg Bagel,Ens mél salades
Everything Bacon 'N Egg Bagel Extra Value Meal,Érable et cheddar ***
Everything Bacon & Guacamole Bagel,Espresso
Everything Bacon & Guacamole Bagel Meal,Espresso allongé
Everything Bagel,Extra from ched jack
Everything Bagel Happy Meal,Extra garniture coupe glacée
Everything Bagel Reg CC Prod,Extra garniture pour coupe glacée
Everything Bagel w/ Reg Cream Cheese McValue Meal,Extra sauce à McCroquettes
Everything Bagel w/ Regular Cream Cheese Product,Extra sauce poutine
Everything Bagel with Regular Cream Cheese Product,Extra sirop
Everything BLT Bagel,Facturation pour livraison
Everything BLT Bagel Extra Value Meal,Festin 20 McCroquettes
Everything Egg BLT Bagel,Festin 20 McCroquettes (portion pour 2)
Everything Egg BLT Bagel Extra Value Meal,Festin déjeuner pour 4
Everything Sausag 'N Egg Bagel,Festin déjeuner pour 4 (portion pour 4)
Everything Sausage 'N Egg Bagel,Festin écono
Everything Sausage 'N Egg Bagel Extra Value Meal,Festin écono (portion pour 4)
Everything Sausage Egg Bagel,Festin familial
Evr Bgl w/Sprd VM ***,Festin familial (portion pour 3)
Evry Bagl w/ Spreads,Festin fin de soirée
Evry Bagl w/ Spreads ***,Festin fin de soirée (portion pour 4)
Evry Bgl w/ Sprd VM ***,Festins à partager
Exclusive McValue Add-on,Filet de poisson
Extra Chai Glow Tea Bag,Filet de poisson et Côte
Extra Earl Grey Tea Bag,Fourchettes
Extra Gravy,Frais (2 sacs)
Extra Green Tea Bag,Frais de distance
Extra Ice,Frais de fête
Extra Large,Frais de livraison
Extra Large Earl Grey Tea,Frais de réponse réglementaire
Extra Large Green Tea,Frais de réponse réglementaire du livreur
Extra Large Peppermint Tea,Frais de service
Extra Large Senior's Coffee,Frais de temps d'attente évita
Extra Large Senior's Decaf Coffee,Frais de temps d'attente évitable des livreurs DD
Extra Large Senior's Earl Grey Tea,Frais pour petite commande
Extra Large Senior's Green Tea,Frites
Extra Large Senior's Orange Pekoe Tea,Frites assaisonnées aux fines herbes et à l'ail
Extra Large Senior's Peppermint Tea,Frites de renommée mondiale
Extra Orange Pekoe Tea,Frites fines herbes et à l'ail
Extra Peppermint tea bag,"Frites, format petit"
Extra Peppermint Tea Bag,"Frites, grand format"
Extra Sundae Topping,"Frites, mini-format"
Extra Syrup,"Frites, moyen format"
Extra Value Meal,"Frites, petit format"
Family Bundle,From chedar jack
Family Bundle (Serves 3),From cr orig
Feta & Olive Sauce,From. la crème à côté
Filet-O-Fish,Fromage
Filet-O-Fish & Side Deal,Fromage à la crème
Filet-O-Fish Extra Value Meal,Fromage à la crème original
Filet-O-Fish Patty,Fromage Brie
Fireworks Mug,Fromage cheddar blanc
Fish,Fromage crème
Flexible Straw,Fromage en grains
Foam,Fromage grillé sandwichs
Fondant Syrup,Fromage grillé sandwichs
Forks,Fromage mozzarella
Fountain Drinks,Fromage parmesan râpé
Frank's Creamy Garlic Sauce,Fromage râpé
Frank's RedHot Menu,Fromage Suisse
Frank's RedHot Original McCrispy,Fruitopia fraises
Frank's RedHot Original McCrispy Extra Value Meal,Fruitopia orange
Frank’s RedHot Creamy Garlic B,Fruitopia Org Syrup
Frank’s RedHot Creamy Garlic Bacon ‘N Egg McMfn VM,Fruitopia Strw Syrup
Frank’s RedHot Creamy Garlic Bacon ‘N Egg McMuffin,Fuze Iced Tea Syrup
Frank’s RedHot Creamy Garlic C,G Café
Frank’s RedHot Creamy Garlic Chicken McMuffin,G Café décaf infusé
Frank’s RedHot Creamy Garlic Chicken McMuffin EVM,G Café frappé + crème fouettée + coulis au choc.
Frank’s RedHot Creamy Garlic E,G Capp sirop ***
Frank’s RedHot Creamy Garlic Egg McMuffin,G Cappuccino ***
Frank’s RedHot Creamy Garlic Egg McMuffin EVM,G Cappuccino R ***
Frank’s RedHot Creamy Garlic S,G Cappuccino Sirop ***
Frank’s RedHot Creamy Garlic Saus ‘N Egg McMfn VM,G Cappuccino Sirop R***
Frank’s RedHot Creamy Garlic Sausage ‘N Egg McMfn,G Chai frappé van. + cr. fouettée + coulis au choc.
Frank’s RedHot Hot Honey Dippi,G Choc ch ment ***
Frank’s RedHot Hot Honey Dipping Sauce,G Coke
Frank’s RedHot McVeggie,G Déca infusé
Frank’s RedHot Original McCris,G Eau chaude
Frank’s RedHot Original McCrispy,G Eau froide
Frank’s RedHot Original McCrispy Bacon Deluxe,G Lat caramel ***
Frank’s RedHot Original McCrispy Bacon Deluxe Meal,G Lat cml salé***
Frank’s RedHot Original McVeggie,G Lat M. Car ***
Frank’s RedHot Original McVeggie Meal,G Lat pép choc ***
Frank’s RedHot® Original Thick,G Latte ***
Frank’s RedHot® Original Thick Sauce,G Latte au caramel ***
Free Medium Soft Drink,G Latte au chocolat et à la noisette (lait 2 %)
Free Sandwich,G Latte glacé ***
French Book,G Latte glacé au chocolat et à la noisette (lait 2 %)
French Croissant,G Latte glacé L ***
French Croissant,G Latte M. Caramel ***
French Fries,G Latte menthe ***
French Vanilla Cream Cold Brew,G Latte pép choc ***
French Vanilla Latte (2% milk),G Latte sirop ***
French Vanilla Latte (2% Milk),G Latte Sirop ***
French Vanilla Latte (Almond Milk,G Latte Sirop R ***
French Vanilla Latte (Almond milk),G Latte vanille fr
French Vanilla Latte (Almond Milk),G LF à la fraise ML
French Vanilla Syrup,G LF à la vanille ML
Fried Egg,G LF au chocolat ML
Fries,G LF chocolat
Fruit & Fibre Muffin,G LF fraise
Fruit Medley,G LF vanille
Fruit Splash Beverage,G Moka ***
Fruit Splash Beverages,G Moka menthe ***
Fruitopia Orange,G Smo bleuet
Fruitopia Org Syrup,G Smo mangue
Fruitopia Strawberry,G Smooth bleuet ML
Fruitopia Strawberry Passion Awareness,G Smooth mangue ML
Fruitopia Strw Syrup,G Thé Earl Grey
Fry Display,G Thé pekoe
Fry Monitor Display,G Thé vert
Fudge,Galette de poulet
Fudge Sundae,Garni comme Big Mac
Fuze Iced Tea,Garni comme Mac
FUZE Iced Tea,Garniture croustillante au car
Fuze Iced Tea Syrup,Garniture croustillante au caramel salé
Garden Salad(apples & walnuts),Garniture Mcflurry
Garlic Seasoning,Glaçage au fromage à la crème
Gingham Holiday Mug,Glace
Gold Peak Slightly Sweet Lemon Iced Tea,Glace chili limettes
Gold Peak Sweet Lemon Iced Tea,Glacéau smartwater
Granola,"Glacéau vitaminwater baie d'acai, bleuet et grenade"
Grape Tomatoes,Glacéau vitaminwater bleuets
Gravy,Glacéau vitaminwater orange
Greek Entrée Salad,glacée moka
Greek Pasta Feta Salad,Glacée moka  (lait d'amande)
Green Dipped Mug,Godet crème
Green Onions,Godet de lait
Green Tea,Gonflez V Tr
Grilled Cheese,Graines tournesol
Grilled Cheese Sandwich,Grand
Grilled Cheese Sandwiches,Grand
Grilled Chicken,Grand
Grilled Chicken Patty,Grand americano
Grilled Chicken Sandwich,Grand Café frappé
Grilled Chicken Sandwich,Grand café glacé
Grilled Chicken Sandwich,Grand café glacé à la vanille
Grilled Chicken Sandwich Extra Value Meal,Grand café glacé au caramel
Grilled Frank's RedHot Origina,Grand café glacé au caramel salé
Grilled Frank's RedHot Original,Grand café glacé avec boisson à l'avoine
Grilled Frank's RedHot Original Extra Value Meal,Grand café glacé avec sirop sans sucre
Grilled Frank’s RedHot Origina,Grand Café glacé avec sirop sans sucre
Grilled Frank’s RedHot Original Bacon Deluxe,Grand café infusé
Grilled Frank’s RedHot Original Bacon Deluxe Meal,Grand café infusé à froid
Grilled Onions,Grand café infusé à froid avec sirop sans sucre et crème
Grilled Ranch Snack Wrap,Grand café infusé à froid caramel et crème
Grilled Snack Wrap,Grand café infusé à froid sucré avec crème
Ground Coffee & Mug Giftset,Grand café infusé à froid sucré/avoine
Guacamole,Grand café infusé à froid vanille française et crème
Half Cream,Grand Café infusé aînés
Half Crispy Chicken Patty,Grand café infusé décaféiné
Half Decaf,Grand café infusé décaféiné aînés
Half Filet-O-Fish Patty,Grand café infusé décaféiné Remplir nouveau
Half Grilled Chicken,Grand café infusé Remplir nouveau
Half Ice,Grand cappuccino (lait 2%)
Half Milk,Grand Cappuccino (lait d'amande)
Half Oat Beverage,Grand Chai frappé à la vanille
Half Splenda,Grand Chai frappé à la vanille
Half Sugar,Grand Chocolat chaud (lait 2%)
Half Syrup,Grand Coca-Cola
HALLOWEEN GC,Grand Coca-Cola Zero
Halloween Gift Certs,Grand Coke
Hamburger,Grand Coke Diète
Hamburger Deluxe,Grand Frites
Hamburger Deluxe McValue Meal,Grand Fruitopia fraises
Hamburger Happy Meal,Grand Fruitopia orange
Hamburger with Apple slices,Grand glacée moka
"Hamburger, No Meat",Grand jus d'orange
Happy Meal,Grand jus de pomme
Happy Meal 4 McNuggets with Apple slices,Grand lait ultra-frappé à la fraise
Happy Meal 4 McNuggets with Apple Slices,Grand lait ultra-frappé à la vanille
Happy Meal 4 McNuggets with Mini Fries,Grand lait ultra-frappé au chocolat
Happy Meal 4 McNuggets with Mini-fries,Grand latte (lait 2%)
Happy Meal 4 McNuggets with Small Fries,Grand latte (lait d'amande)
Happy Meal 4 McNuggets with Small fries for $2.99,Grand latte à la caramel (lait 2%)
Happy Meal Book only,Grand latte à la vanille française (lait 2%)
Happy Meal Cheeseburger,Grand Latte à la vanille française (lait d'amande)
Happy Meal Cheeseburger Mini Fry for $2.99,Grand latte à thé London fog (lait 2%)
Happy Meal Cheeseburger with Apple slices,Grand latte au caramel salé (lait 2%)
Happy Meal Cheeseburger with Apple Slices,Grand latte au thé matcha (lait 2%)
Happy Meal Cheeseburger with Mini Fries,Grand latte avec sirop sans sucre (lait 2%)
Happy Meal Cheeseburger with mini-fries,Grand latte avec sirop sans sucre (lait d'amande)
Happy Meal Cheeseburger with Small Fries,Grand latte caramel (lait 2%)
Happy Meal Cheeseburger with Small fries for $2.99,Grand latte caramel (lait d'amande)
Happy Meal Crispy Chicken Snack Wrap with Apple Slices,Grand latte glacé (lait 2%)
Happy Meal Crispy Chicken Snack Wrap with Mini Fries,Grand Latte glacé (lait amande)
Happy Meal Crispy Chicken Snack Wrap with Small Fries,Grand latte glacé au matcha (lait 2%)
Happy Meal Crispy Mayo with Mini Fries,Grand latte glacé matcha (lait amande)
Happy Meal Fish Stick,Grand menthe poivrée
Happy Meal French Book only,Grand Moka (lait 2%)
Happy Meal Grilled Cheese with Apple Slices,Grand moka glacé
Happy Meal Grilled Cheese with Mini Fries,Grand Racinette Barq's
Happy Meal Grilled Cheese with Small Fries,Grand smoothie fraises-banane
Happy Meal Grilled Chicken Snack Wrap with Apple Slices,Grand smoothie grenade-bleuets
Happy Meal Grilled Chicken Snack Wrap with Mini Fries,Grand smoothie mangue-ananas
Happy Meal Grilled Chicken Snack Wrap with Small Fries,Grand Splash fraîcheur au citron
Happy Meal Hamburger with Apple slices,Grand Splash fraîcheur au melon d’eau et à la lime
Happy Meal Hamburger with Apple Slices,Grand Splash fraîcheur mûre-fruit de la passion
Happy Meal Hamburger with Mini Fry,Grand Sprite
Happy Meal Hamburger with mini-fries,Grand Sprite nocturne
Happy Meal Hamburger with Small Fries,Grand thé à la menthe poivrée
Happy Meal Hamburger with Small fries for $2.99,Grand thé à la menthe poivrée aînés
Happy Meal Hotcakes with Apple Slices,Grand thé bergamia gris
Happy Meal Hotcakes with Hash Browns,Grand thé chai éclat
Happy Meal Hotcakes with Hashbrowns for $2.99,Grand thé Earl Grey
Happy Meal Hotcakes with Mini Fry,Grand thé earl grey aînés
Happy Meal Hotcakes with Small Fries,Grand Thé glacé Fuze
Happy Meal Juice/Milk/Water,Grand thé menthe poivrée aînés
Happy Meal Lettuce & Tomato Snack Wrap w/ Apple Slices,Grand thé orange pekoe
Happy Meal Lettuce & Tomato Snack Wrap with Mini Fries,Grand thé Orange Pekoe
Happy Meal Lettuce & Tomato Snack Wrap with Small Fries,Grand thé orange pekoe aînés
Happy Meal Lettuce & Tomato SnackWrap w/ Sml Fries,Grand thé rugissement noir
Happy Meal Mayo Crispy Chicken Snack Wrap with Mini Fries,Grand thé vert
Happy Meal Nugget,Grand thé vert à la citronnelle
Happy Meal snack Wrap,Grand thé vert aînés
Happy Meal Snack Wrap,Grande café glacé au caramel salé
Happy Meal Toy,Grande latte au caramel salé (lait 2%)
Happy Meal Toy - Under 3,Gratuit moyen boisson
Happy Meal with Apple slices,Guacamole
Happy Meal with Apple Slices,H-fromage
Happy Meal with Hash Browns,Hamburger
Happy Meal with Hashbrowns,Hamburger avec fromage
Happy Meal with Mini Fries,Hamburger avec fromage de luxe
Happy Meal with mini-fries,"Hamburger avec fromage, sans viande"
Happy Meal with Mini-fries,Hamburger De Luxe
Happy Meal with Small fries,Hamburger fromage
Happy Meal with Small Fries,"Hamburger fromage, sans viande"
Happy Meals,Hamburger Joueur étoile
Harvest Entrée Salad,"Hamburger, sans viande"
Hash Brown,Hamburgers
Hash Brown & Coffee,Hazelnut & Cocoa McPops
Hash Brown & Medium Premium Roast Coffee,Honest Kids La Fée des pommes
Hash Browns,Honest Kids Super Punch aux Fr
Have my Own Cup (Med),Honest Kids Super Punch aux Fruits
Have my Own Cup (Med),Hummus original
Hazelnut & Cocoa McPops,J’ai ma tasse (M)
Heart Mug,JF Crêpes ***
Heated,JF Fête crêpes
Herb & Garlic Seasoned Fries,JF Fête h-from
HM 4 Nuggets & Mini Fry for $2.99,JF Fête hamb fromage
HM 4Nug Chrg,JF Fête McCroq
HM 4Nug Party Charge,JF Fête McCroquettes
HM 4Nugget ***,JF Fête wrap
HM BAGEL ***,JF Jouet
HM BAGL ***,JF Jouet garçon
HM Buf Wrap Crispy ***,JF Jouet R
HM Buf Wrap Grill ***,JF poisson ***
HM Buf Wrp Cr ***,JF Poutine
HM Buf Wrp Gr ***,JF Sand from fond***
HM Cheese Bagl ***,JF Wrp-éclair lait+tom***
HM Cheeseburger ***,"Joeyeux Festin 4 McCroquettes, petit frites pour 2,99$"
HM Cheeseburger Mn Fry Yog,Jouet moins de 3 ans
HM Chkn McBites ***,Journal post sem
HM Chsb Chrg,Journal post semaine
HM Chsb Party Charge,Journal post wk-end
HM Evry Bagel ***,Journal quotid
HM Grilled Cheese ***,Journal quotid 4
HM Hambuger ***,Journal quotidien
HM Hamburger ***,Journal week-end
HM Hamburger Mini Fry,Journal weekend
HM Hamburger Mini Fry for $2.99,Journal wk-end 4
HM Hotcakes ***,Journl post wk-end
HM Htck Chrg,Joyeux festin
HM Htck Party Charge,Joyeux festin 1 pat hach brune
HM Let & Tom Snwrp ***,Joyeux festin 4 McCroquettes - mini-frites
HM McEGGY ***,Joyeux festin 4 McCroquettes - P frites
HM Mgrain Bagel ***,Joyeux festin 4 McCroquettes - pommes
HM Plain Bagel ***,Joyeux Festin 4 McCroquettes avec pommes
HM Sesame Bagel ***,"Joyeux Festin 4 McCroquettes, mini frites pour 2,99$"
HM Snack Wrap ***,"Joyeux Festin 4 McCroquettes, mini-frites"
HM Snk Wrap Chrg,Joyeux Festin avec mini-frites
HM Snk Wrap Party Charge,Joyeux Festin avec pat hach br
Hockey Hero Burger,Joyeux Festin avec petit frite
Hockey Hero Burger Extra Value Meal,Joyeux festin avec pommes
Hockey Holiday Mug,Joyeux Festin avec pommes
Hockey Tickets,Joyeux festin Crêpes - 1 pat hach brune
Holiday Sweater Cup,Joyeux festin Crêpes - mini-frites
Holiday Tree Cup,Joyeux festin Crêpes - p frites
Hollandaise-style sauce,Joyeux festin Crêpes - pommes
Homestyle Bun,"Joyeux Festin Crêpes, pat hach brunes pour 2,99$"
Honest Kids Appley Ever After,Joyeux festin hamburger - mini-frites
Honest Kids Super Fruit Punch,Joyeux festin hamburger - P frites
Honey,Joyeux festin hamburger - pommes
Honey Dijon Vinaigrette Dressi,Joyeux Festin Hamburger avec pommes
Honey Dijon Vinaigrette Dressing,Joyeux festin hamburger fromage - mini-frites
Hot Beverage,Joyeux festin hamburger fromage - P frites
Hot Chocolate,Joyeux festin hamburger fromage - pommes
Hot Chocolate (2% Milk),"Joyeux Festin Hamburger fromage, mini-frites"
Hot Chocolate (Almond Milk),"Joyeux Festin Hamburger fromage, petit frites pour 2,99$"
Hot Chocolate Packet,"Joyeux Festin Hamburger fromage, pommes"
Hot Drink,"Joyeux Festin Hamburger, mini-frites"
Hot Drinks,"Joyeux Festin Hamburger, mini-frites pour 2,99$"
Hot McCafé,"Joyeux Festin Hamburger, petit frites pour 2,99$"
Hot Mustard,Joyeux festin jouet
Hot Reusable Cup,Joyeux festin jouet moins de 3 ans
Hotcake & Sausage Extra Value Meal,Joyeux festin mini-frites
Hotcake Syrup,Joyeux festin p frites
Hotcakes,Joyeux festin P frites
Hotcakes & Bacon,Joyeux festin sandwich fromage fondant - mini-frites
Hotcakes & Bacon Extra Value Meal,Joyeux festin sandwich fromage fondant - P frites
Hotcakes & Sausage,Joyeux festin sandwich fromage fondant - pommes
Hotcakes & Sausage Extra Value Meal,Joyeux festin Wrap-éclair
Hotcakes & Snacks & Sides,Joyeux festin Wrap-éclair croust - mini-frites
Hotcakes Extra Value Meal,Joyeux festin Wrap-éclair croust - P frites
Hotel Coupon,Joyeux festin Wrap-éclair croust - pommes
Ice,Joyeux festin Wrap-éclair grillé - mini-frites
Ice Coffee with sugar free syrup,Joyeux festin Wrap-éclair grillé - P frites
Ice Mocha 2S,Joyeux festin Wrap-éclair grillé - pommes
Ice Mocha Milk,Joyeux festin Wrap-éclair laitue et tomate - mini-frites
Iced Coffee,Joyeux festin Wrap-éclair laitue et tomate - P frites
Iced Coffee with sugar free syrup,Joyeux festin Wrap-éclair laitue et tomate - pommes
Iced Latte,Joyeux festin Wrap-éclair Ranch croust - mini-frites
Iced Latte (2% Milk),Junior au poulet
Iced Latte (Almond Milk),Junior au poulet chili doux
Iced Matcha Tea Latte (2% Milk),Jus
Iced Matcha Tea Latte (Almond Milk),Jus d'orange
Iced Mocha,Jus d'orange - Simply Orange
Iced Mocha (2% Milk),Jus de pomme
Iced Mocha (almond milk),Jus de pomme - Simply Pomme
Iced Mocha (Almond Milk),"Jus, lait et eau"
In a Cup,Jus/lait/bouteille
Italian Herb Sauce,Jus/lait/bouteille d'eau
Jam with knife,Ketchup
Jr Chicken,L Lat M. Crml ***
Jr Chicken Meal Deal,L Latte M. Caramel ***
Juice,La Boîte Huntr/x
Juice Deposit,La Boîte-déjeuner Saja Boys
Juice Pack Deposit,Laisser esp
"Juice, Milk & Water",Lait
Juice/Milk/Water,Lait 1%
Junior Chicken,Lait 1% au chocolat
Junior Chicken McValue Meal,Lait 2%
K-Cup & Tumbler Giftset,Lait chocolat
K-Pop Demon Hunters Photocard,lait d'amande
K-Pop Demon Hunters Photocard Pack,Lait frappé à la fraise
K-Pop Photocard Pack,Lait frappé à la menthe
Ketchup,"Lait frappé à la menthe, format collation"
Ketchup Packet,"Lait frappé à la menthe, format moyen"
Keychain,"Lait frappé à la menthe, grand format"
Kid's Mac,"Lait frappé à la menthe, petit format"
Kiddie Cone,Lait frappé à la vanille
Knives,Lait frappé au chocolat
L  Hot Choc ***,Lait glacee
L Apple Juice,Lait ultra-frappé
L Cap Syrup ***,Lait ultra-frappé à la fraise
L Cappuccino ***,Lait ultra-frappé à la vanille
L Cappuccino Syrup ***,Lait ultra-frappé au chocolat
L Caramel Choc Latte ***,Laits frappés
L Caramel Choc Mocha ***,Laitue
L Caramel Latte ***,Large
L Chai Latte ***,Large Cup
L Choc Chip Lat ***,Latte
L Hot Choc  ***,Latte (lait 2%)
L Hot Choc ***,Latte (lait aux amandes)
L Hot Choc Mint ***,Latte (lait d'amande)
L Hot Chocolate ***,Latte à la caramel (lait 2%)
L Hot Water,Latte à la crème brûlée (lait 2%)
L Hot Wht Choc ***,"Latte à la van fr, format moyen (lait aux amandes)"
L Ice Latte ***,"Latte à la van fr, grand format (lait aux amandes)"
L Iced Matcha Latte ***,"Latte à la van fr, petit format (lait aux amandes)"
L Lat Caramel ***,Latte à la vanille française (lait 2%)
L Lat Chc Chp ***,Latte à la vanille française (lait aux amandes)
L Lat Cml Choc ***,Latte à la vanille française (lait d'amande)
L Lat M. Caramel ***,Latte à thé chai cardamome (lait 2%)
L Lat M. Caramel***,Latte à thé chai cardamome (lait écrémé)
L Lat M. Crml ***,Latte à thé London fog (lait 2%)
L Lat Pump ***,Latte à thé London fog (lait sans lactose)
L Lat Pumpkin Crml ***,Latte au caramel (lait 2%)
L Lat SF ***,Latte au caramel (lait aux amandes)
L Lat Syrup ***,Latte au caramel salé (lait 2%)
L Latte ***,Latte au caramel salé (lait amande)
L Latte Cml Choc ***,"Latte au caramel salé, grand format (lait amande)"
L Latte Mint ***,"Latte au caramel salé, moyen format (lait amande)"
L Latte Mint R ***,"Latte au caramel salé, petit format (lait amande)"
L Latte Pumpkin ***,"Latte au caramel, format moyen (lait aux amandes)"
L Latte Syrup ***,"Latte au caramel, grand format (lait aux amandes)"
L Lndn Fog Latte ***,"Latte au caramel, petit format (lait aux amandes)"
L Matcha Latte ***,Latte au chocolat et à la noisette (lait 2 %)
L Mocha ***,Latte au thé chai (lait 2 %)
L Mocha Cml Choc ***,Latte au thé chai (lait aux amandes)
L Mocha Mint ***,"Latte au thé chai, format moyen (lait 2 %)"
L Mocha Wht Choc ***,"Latte au thé chai, format moyen (lait aux amandes)"
L Orange Juice,"Latte au thé chai, grand format (lait 2 %)"
L Slt Caramel Latte ***,"Latte au thé chai, grand format (lait aux amandes)"
L Sltd Crml Latte***,"Latte au thé chai, petit format (lait 2 %)"
L Sugar Free Latte ***,"Latte au thé chai, petit format (lait aux amandes)"
L Van Latte ***,Latte au thé matcha (lait 2 %)
L Water,Latte au thé matcha (lait 2%)
Large,Latte au thé matcha (lait aux amandes)
Large,"Latte au thé matcha, format moyen (lait 2 %)"
Large Barq's Root Beer,"Latte au thé matcha, grand (lait aux amandes)"
Large Blueberry Pomegranate Smoothie,"Latte au thé matcha, grand format (lait 2 %)"
Large Breakfast Poutine,"Latte au thé matcha, moyen (lait aux amandes)"
Large Cappuccino (Almond Milk),"Latte au thé matcha, petit (lait aux amandes)"
Large Caramel Iced Coffee,"Latte au thé matcha, petit format (lait 2 %)"
Large Chocolate Shake,Latte avec sirop sans sucre (lait 2%)
Large Clear Cup,Latte avec sirop sans sucre (lait aux amandes)
Large Coke,Latte avec sirop sans sucre (lait d'amande)
Large Cup,Latte caramel (lait 2%)
Large Cup FS,Latte caramel (lait d'amande)
Large Decaf Coffee,Latte citrouille (lait 2%)
Large Diet Coke,Latte glacé
Large Earl Grey Tea,Latte glacé (lait 2%)
Large French Fries,Latte glacé (lait amande)
Large French Vanilla Latte,Latte glacé au chocolat et à la noisette (lait 2 %)
Large French Vanilla Latte (2% milk),Latte glacé au matcha (lait 2%)
Large Fries,Latte glacé matcha (lait amande)
Large Green Tea,Latte London Fog (lait 2 %)
Large Mango Smoothie,Latte London Fog (lait aux amandes)
Large Orange Pekoe Tea,"Latte London Fog, format moyen (lait 2 %)"
Large Peppermint Tea,"Latte London Fog, format moyen (lait aux amandes)"
Large Poutine,"Latte London Fog, grand format (lait 2 %)"
Large Premium Roast Coffee,"Latte London Fog, grand format (lait aux amandes)"
Large Senior's Decaf Coffee,"Latte London Fog, petit format (lait 2 %)"
Large Senior's Earl Grey Tea,"Latte London Fog, petit format (lait aux amandes)"
Large Senior's Green Tea,"Latte, format moyen (lait aux amandes)"
Large Senior's Orange Pekoe Tea,"Latte, grand format (lait aux amandes)"
Large Senior's Peppermint Tea,"Latte, petit format (lait aux amandes)"
Large Spicy Buffalo Crispy Poutine,Le Grand M
Large Spicy Buffalo Grilled Poutine,Le Grand McDon!
Large Spicy Crisp Poutine,Légèrement grillé
Large Sprite,"LF chocolat, format col."
Large Strawberry Banana Smoothie,"LF fraise, format col."
Large Strawberry Shake,"LF vanille, format col."
Large Vanilla Shake,Livraison
Late Night Bundle,Livre Ou Jouet
Late Night Bundle (Serves 4),Livret avec un Joyeux festin
Latte,Livret fr avec Joyeux festin
Latte (2% Milk),Livret français avec un Joyeux festin
Latte (Almond milk),Livret français seul
Latte (Almond Milk),Livret seul
Latte French Vanilla (@%),M Café
Latte French Vanilla (2% Milk),M Café décaf infusé
Latte or Cappuccino,M Café frappé + crème fouettée + coulis au choc.
Latte with sugar free syrup (2% Milk),M Capp sirop ***
Latte with sugar free syrup (Almond Milk),M Cappuccino ***
Leaf Holiday Mug,M Cappuccino R ***
Leaf Lettuce,M Cappuccino Sirop ***
Leaf Mug,M Cappuccino Sirop R***
Leaf Tumbler,M Chai frappé van. + cr. fouettée + coulis au choc.
Leave Some Space,M Choc ch ment ***
Lemon Fruit Splash,M Coke
Lemongrass Green Tea,M Déca infusé
Lettuce,M Eau chaude
Lettuce & Tomato Snack Wrap,M Eau froide
Li’l Donuts,M Frites
